5.10706	1.46E-09	4.37E-11	4.37E-11	R
9.14302	9.95E-09	2.99E-10	2.99E-10	R
10.45816	2.45E-08	7.36E-10	7.36E-10	R
11.96247	3.31E-08	9.94E-10	9.94E-10	R
13.08373	5.35E-08	1.61E-09	1.61E-09	R
13.68317	6.03E-08	1.81E-09	1.81E-09	R
14.96571	7.22E-08	2.17E-09	2.17E-09	R
17.90269	8.65E-08	2.60E-09	2.60E-09	R
21.41605	8.14E-08	2.45E-09	2.45E-09	R
23.42339	6.80E-08	2.04E-09	2.04E-09	R
19.58073	6.40E-08	1.92E-09	1.92E-09	R
33.51906	3.96E-08	1.19E-09	1.19E-09	R
33.51906	5.35E-08	1.61E-09	1.61E-09	R
35.05477	6.40E-08	1.92E-09	1.92E-09	R
38.34048	7.22E-08	2.17E-09	2.17E-09	R
43.85543	7.22E-08	2.17E-09	2.17E-09	R
47.96604	5.35E-08	1.61E-09	1.61E-09	R
50.16365	3.73E-08	1.12E-09	1.12E-09	R
52.46194	3.31E-08	9.94E-10	9.94E-10	R
52.46194	2.60E-08	7.82E-10	7.82E-10	R
57.37925	1.93E-08	5.79E-10	5.79E-10	R
60.00813	1.61E-08	4.83E-10	4.83E-10	R
62.75746	1.34E-08	4.04E-10	4.04E-10	R
65.63275	1.12E-08	3.37E-10	3.37E-10	R
68.63978	7.37E-09	2.21E-10	2.21E-10	R
78.51301	4.56E-09	1.37E-10	1.37E-10	R
98.22406	3.58E-09	1.08E-10	1.08E-10	R
112.35274	2.82E-09	8.47E-11	8.47E-11	R
128.5137	9.56E-10	2.87E-11	2.87E-11	R
160.77765	7.52E-10	2.26E-11	2.26E-11	R
183.90411	4.38E-10	1.32E-11	1.32E-11	R
192.32985	3.88E-10	1.17E-11	1.17E-11	R
240.61514	2.40E-10	7.21E-12	7.21E-12	R
240.61514	1.89E-10	5.67E-12	5.67E-12	R
843.47077	4.47E-11	1.34E-12	1.34E-12	R
1207.01332	2.93E-11	8.81E-13	8.81E-13	R
1380.63164	2.17E-11	6.53E-13	6.53E-13	R
1651.57702	1.61E-11	4.83E-13	4.83E-13	R
1806.38092	1.51E-11	4.55E-13	4.55E-13	R
1806.38092	1.26E-11	3.80E-13	3.80E-13	R
1975.69474	9.95E-12	2.99E-13	2.99E-13	R
2066.21304	8.82E-12	2.65E-13	2.65E-13	R
2956.76712	6.15E-12	1.85E-13	1.85E-13	R
3868.55377	4.56E-12	1.37E-13	1.37E-13	R
4425.01143	3.80E-12	1.14E-13	1.14E-13	R
4839.772	3.18E-12	9.55E-14	9.55E-14	R
6925.75184	2.35E-12	7.07E-14	7.07E-14	R
7243.0616	1.96E-12	5.90E-14	5.90E-14	R
8664.49371	1.64E-12	4.93E-14	4.93E-14	R
9910.80541	1.29E-12	3.88E-14	3.88E-14	R
10839.75472	1.14E-12	3.44E-14	3.44E-14	R
12398.95872	9.56E-13	2.87E-14	2.87E-14	R
14182.44058	7.98E-13	2.40E-14	2.40E-14	R
16965.70786	6.66E-13	2.00E-14	2.00E-14	R
20295.18414	5.24E-13	1.58E-14	1.58E-14	R
22197.47124	4.94E-13	1.48E-14	1.48E-14	R
24278.06153	4.38E-13	1.32E-14	1.32E-14	R
59472.89318	1.40E-13	4.20E-15	4.20E-15	R
77812.71767	1.10E-13	3.30E-15	3.30E-15	R
89005.39715	8.65E-14	2.60E-15	2.60E-15	R
174279.0309	3.31E-14	9.94E-16	9.94E-16	R
510706.2894	6.53E-15	1.96E-16	1.96E-16	R
799325.6241	5.79E-15	1.74E-16	1.74E-16	R
2.14E+06	1.64E-15	4.93E-17	4.93E-17	R
4.59E+06	4.94E-16	1.48E-17	1.48E-17	R

