time_sec	flux	flux_err	band	source
36451.0	5.533720031448118e-14	5.099113894405526e-15	Rc	manual
44313.4	2.6731121692148275e-14	3.939959117883069e-15	Rc	manual
47423.8	2.223397858446566e-14	3.2771152538807748e-15	Rc	manual
97449.4	5.688754381597614e-15	6.289473654055115e-16	Rc	manual
97535.8	7.031001377431791e-15	1.619068339141524e-15	Rc	manual
99955.0	6.5919997621235724e-15	7.288099652453306e-16	Rc	manual
111446.2	6.011975236088263e-15	6.646825881343439e-16	Rc	manual
117667.0	5.533720031448118e-15	5.0991138944055255e-16	Rc	manual
190243.0	3.714728850726399e-15	1.1439377937341317e-15	B	manual
275606.2	1.8493417874031183e-15	5.45082904607224e-16	Rc	manual
286147.0	1.6107093622124127e-15	2.2257370548471263e-16	Rc	manual
362351.8	1.3772639597595537e-15	2.917822509001876e-16	Rc	manual
