31.91117779	4.79E-11	2.57E-12	2.1992	0.56
34.903	2.76E-11	3.97E-12	2.1992	0.56
41.1583	2.82E-11	4.07E-12	2.1992	0.56
48.9774	2.38E-11	3.39E-12	2.1992	0.56
50.16774194	2.38E-11	6.48E-13	2.1992	0.56
54.66436609	2.24E-11	1.40E-12	2.1992	0.56
59.1663916	2.16E-11	1.54E-12	2.1992	0.56
63.47936984	2.12E-11	1.51E-12	2.1992	0.56
67.79504876	1.90E-11	1.19E-12	2.1992	0.56
72.10802701	1.82E-11	1.29E-12	2.1992	0.56
75.988	1.29E-11	1.86E-12	2.1992	0.56
76.48312078	1.54E-11	1.22E-12	2.1992	0.56
80.7663916	1.48E-11	1.18E-12	2.1992	0.56
85.14148537	1.35E-11	1.08E-12	2.1992	0.56
89.61380345	1.48E-11	1.30E-12	2.1992	0.56
90.61575394	1.36E-11	1.42E-12	2.1992	0.56
94.11312828	1.29E-11	1.03E-12	2.1992	0.56
95.835	1.17E-11	1.72E-12	2.1992	0.56
100.6946737	1.23E-11	6.63E-13	2.1992	0.56
107.9945986	1.10E-11	9.67E-13	2.1992	0.56
109.7635409	1.08E-11	4.88E-13	2.1992	0.56
115.625	1.11E-11	1.64E-12	2.1992	0.56
118.8	9.80E-12	6.12E-13	2.1992	0.56
127.8688672	9.71E-12	6.06E-13	2.1992	0.56
134.563841	9.06E-12	7.97E-13	2.1992	0.56
136.8729182	9.02E-12	4.85E-13	2.1992	0.56
139.796	7.40E-12	1.09E-12	2.1992	0.56
146.003901	9.27E-12	4.98E-13	2.1992	0.56
152.2262566	7.99E-12	1.87E-12	2.1992	0.56
155.007952	8.22E-12	5.84E-13	2.1992	0.56
160.8225056	8.41E-12	8.11E-13	2.1992	0.56
164.0417104	8.15E-12	5.79E-13	2.1992	0.56
169.8859715	7.45E-12	1.02E-12	2.1992	0.56
170.5049	6.87E-12	9.87E-13	2.1992	0.56
173.0781695	7.16E-12	5.09E-13	2.1992	0.56
182.2064516	7.57E-12	6.66E-13	2.1992	0.56
182.7006752	7.38E-12	7.72E-13	2.1992	0.56
187.0784696	7.33E-12	7.67E-13	2.1992	0.56
191.1780945	7.03E-12	4.99E-13	2.1992	0.56
196.2688672	7.80E-12	1.01E-12	2.1992	0.56
200.211853	6.97E-12	4.95E-13	2.1992	0.56
209.2699175	7.24E-12	7.58E-13	2.1992	0.56
213.6477119	6.21E-12	7.01E-13	2.1992	0.56
214.6161	6.00E-12	8.71E-13	2.1992	0.56
222.7111778	6.80E-12	9.85E-13	2.1992	0.56
232.8330206	5.61E-12	2.07E-13	2.1992	0.56
235.5285821	6.92E-12	7.80E-13	2.1992	0.56
238.4508	5.22E-12	9.19E-13	2.1992	0.56
239.7470368	5.77E-12	6.98E-13	2.1992	0.56
245.7614404	5.70E-12	2.57E-13	2.1992	0.56
251.5947467	5.26E-12	2.42E-13	2.1992	0.56
264.6661665	5.25E-12	2.36E-13	2.1992	0.56
270.6691682	5.12E-12	2.36E-13	2.1992	0.56
283.5708927	5.39E-12	2.43E-13	2.1992	0.56
289.4308943	4.93E-12	2.27E-13	2.1992	0.56
302.4756189	4.87E-12	2.19E-13	2.1992	0.56
308.1926204	4.98E-12	2.75E-13	2.1992	0.56
321.3803451	4.83E-12	2.17E-13	2.1992	0.56
326.9543465	4.50E-12	2.07E-13	2.1992	0.56
337.5843961	4.57E-12	2.46E-13	2.1992	0.56
345.7160725	4.33E-12	2.00E-13	2.1992	0.56
356.4891223	4.13E-12	2.22E-13	2.1992	0.56
364.4777986	4.46E-12	2.46E-13	2.1992	0.56
375.3938485	4.21E-12	1.89E-13	2.1992	0.56
383.2395247	3.95E-12	2.55E-13	2.1992	0.56
394.2985746	3.80E-12	2.37E-13	2.1992	0.56
