time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
120.497	1.129759840379349e-12	2.081094533696658e-13	R	-11.963748565630324	2.080976234465539	17.8	0.2	manual
548.497	1.347894843354949e-12	3.487605018367834e-13	H	-11.873808201900609	2.7391742565469945	15.47	0.26	manual
729.497	1.5640305103823036e-12	4.38162679745482e-13	K	-11.808084829396174	2.8630235102306703	14.51	0.27	manual
1132.497	1.9509458744238626e-12	3.821020510612011e-13	K	-11.712084829396174	3.054037060234387	14.27	0.16	manual
61795.497	1.3704838862474033e-14	3.786940221589274e-15	r'	-13.88075575100045	4.790956829469026	22.8	0.3	manual
61795.497	2.8375666241552894e-14	3.956537967226516e-15	i'	-13.560154678665146	4.790956829469026	21.8	0.15	manual
61795.497	3.4895421102437646e-14	4.989020390160716e-15	z'	-13.466976104200045	4.790956829469026	21.4	0.15	manual
61804.497	2.917461722894569e-14	3.3327441271618246e-15	J	-13.540465050423848	4.791020076241417	20.4	0.1	manual
61804.497	2.7394035348972157e-14	4.640056932557185e-15	H	-13.565808201900603	4.791020076241417	19.7	0.15	manual
61804.497	2.7431226164451444e-14	6.1689566842043854e-15	K	-13.564084829396172	4.791020076241417	18.9	0.2	manual
66610.497	1.2885245308836457e-14	2.170240294662023e-15	g'	-13.915391268787422	4.823542674064489	23.14	0.18	manual
66610.497	1.725336990851289e-14	2.3840271084272306e-15	r'	-13.780755751000449	4.823542674064489	22.55	0.15	manual
66610.497	2.360185116062479e-14	3.5064149657730095e-15	i'	-13.640154678665146	4.823542674064489	22.0	0.16	manual
66610.497	3.067386088333823e-14	4.385461259879664e-15	z'	-13.522976104200046	4.823542674064489	21.54	0.15	manual
66610.497	2.685376393444578e-14	2.5080816440217983e-15	J	-13.576465050423849	4.823542674064489	20.49	0.07	manual
66610.497	3.1164202081802324e-14	3.5061219650279804e-15	H	-13.509808201900606	4.823542674064489	19.56	0.06	manual
66610.497	2.898980010979212e-14	4.59518530924374e-15	K	-13.540084829396172	4.823542674064489	18.84	0.1	manual
