time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
18006.0	3.625604252921228e-13	1.3835372395705094e-14	V	-12.465998077523002	4.255417245808497	19.4	0.04	manual
19822.0	3.1001335107660785e-13	1.1830166395931026e-14	V	-12.533998077523004	4.297147471801269	19.57	0.04	manual
21037.0	2.725087161145364e-13	1.0398982639879442e-14	V	-12.589998077523004	4.322983806948398	19.71	0.04	manual
23273.0	2.650820970554411e-13	1.2488920224105514e-14	V	-12.601998077523	4.366852369512264	19.74	0.05	manual
25250.0	2.1646136741824017e-13	1.0198232092308342e-14	V	-12.689998077523002	4.402261382454681	19.96	0.05	manual
33050.0	2.2392215841778735e-13	5.434518871431504e-14	J	-12.656465050423847	4.519171463821659	18.19	0.26	manual
33050.0	1.493989345430346e-13	5.0268541670492245e-14	H	-12.829808201900606	4.519171463821659	17.86	0.36	manual
10261.0	3.4808136163933816e-13	9.628885902349656e-15	Rc	-12.477931553516116	4.011189687609991	19.07	0.03	manual
15123.0	2.321030081782055e-13	8.556514597505626e-15	Rc	-12.653931553516117	4.179637952157813	19.51	0.04	manual
7056.0	6.4317111240369e-13	8.885737293990802e-14	R	-12.211748565630325	3.848558572123763	18.42	0.15	manual
9756.0	3.4066422640736713e-13	3.137633477767809e-14	R	-12.487748565630325	3.989271791641693	19.11	0.1	manual
14544.0	2.356820625127571e-13	2.6048544183742334e-14	R	-12.647748565630325	4.162683865877892	19.51	0.12	manual
18220.0	1.6007611300137532e-13	2.2115332292483824e-14	R	-12.815748565630322	4.260548372636979	19.93	0.15	manual
47371.0	1.24832172893996e-13	8.048227612089577e-15	R	-12.923748565630325	4.675512552764644	20.2	0.07	manual
107892.0	4.108476140286624e-14	4.541181655566509e-15	Rc	-13.405931553516115	5.032989243712932	21.39	0.12	manual
184928.0	1.3112357128503069e-14	3.3815842163605133e-15	Rc	-13.901931553516114	5.267002672786289	22.63	0.28	manual
368.0	6.756780330838615e-12	8.738391778552242e-13	v	-11.197998077523003	2.5658478186735176	16.23	0.14	manual
445.0	1.435923411386659e-11	1.2979742957155104e-12	u	-10.88814384928665	2.6483600109809315	15.87	0.09	manual
419.0	2.2762538308001015e-18	3.380753560466911e-19	uvw1	-17.703463946149473	2.622214022966295	16.15	0.15	manual
394.0	2.1160359610134875e-18	6.38509942961277e-19	uvm2	-17.759200431455408	2.595496221825574	17.27	0.32	manual
519.0	1.0857679695663362e-18	3.1931548984621152e-19	uvw2	-18.039324488537883	2.7151673578484576	17.72	0.31	manual
22838.0	3.7698713529274543e-13	2.777743865521936e-14	R	-12.443748565630322	4.358658068619549	19.0	0.08	manual
24184.0	3.0222231654355713e-13	5.010426726071921e-14	R	-12.539748565630322	4.383528134169761	19.24	0.18	manual
25444.0	3.0784104890903256e-13	2.268256672734685e-14	R	-12.531748565630323	4.405585386904495	19.22	0.08	manual
35986.0	1.1596489260722377e-13	9.612685189009758e-15	R	-12.955748565630325	4.556133575620083	20.28	0.09	manual
