Time	Mag	MagErr	Filter	Telescope	Source
679.0	18.13	100.0	v	UVOT	holland07
707.0	19.3	100.0	uvw1	UVOT	holland07
735.0	19.49	100.0	b	UVOT	holland07
792.0	18.16	100.0	uvw1	UVOT	holland07
819.0	19.48	100.0	b	UVOT	holland07
848.0	18.33	100.0	v	UVOT	holland07
876.0	18.09	100.0	uvw1	UVOT	holland07
904.0	19.57	100.0	b	UVOT	holland07
919.0	19.05	100.0	uvw2	UVOT	holland07
933.0	18.22	100.0	v	UVOT	holland07
1040.0	20.74	0.42	b	UVOT	holland07
1140.0	19.81	100.0	uvw2	UVOT	holland07
1240.0	19.55	100.0	v	UVOT	holland07
1350.0	20.75	100.0	uvm2	UVOT	holland07
1450.0	20.32	100.0	uvw1	UVOT	holland07
1560.0	20.44	100.0	u	UVOT	holland07
1660.0	20.9	100.0	b	UVOT	holland07
1770.0	19.55	100.0	uvw2	UVOT	holland07
1870.0	19.51	0.4	v	UVOT	holland07
2080.0	20.43	100.0	uvw1	UVOT	holland07
2180.0	20.3	100.0	u	UVOT	holland07
2290.0	20.65	100.0	b	UVOT	holland07
6850.0	21.02	100.0	v	UVOT	holland07
11700.0	21.81	100.0	uvw1	UVOT	holland07
12600.0	21.61	100.0	u	UVOT	holland07
13500.0	21.71	100.0	b	UVOT	holland07
18500.0	20.88	100.0	v	UVOT	holland07
23600.0	21.93	100.0	uvw1	UVOT	holland07
24500.0	21.55	100.0	u	UVOT	holland07
25200.0	21.6	100.0	b	UVOT	holland07
30600.0	20.88	100.0	v	UVOT	holland07
36600.0	22.0	100.0	uvw1	UVOT	holland07
41800.0	21.51	100.0	u	UVOT	holland07
42600.0	21.61	100.0	b	UVOT	holland07
48500.0	20.44	100.0	v	UVOT	holland07
51000.0	19.07	0.17	KS	NOT	holland07
52000.0	20.35	100.0	v	UVOT	holland07
54400.0	20.78	100.0	uvw1	UVOT	holland07
57100.0	22.29	0.08	RC	D1.5	holland07
58000.0	21.7	100.0	uvw1	UVOT	holland07
59700.0	21.57	100.0	u	UVOT	holland07
60200.0	20.72	100.0	b	UVOT	holland07
60400.0	23.13	0.17	VJ	D1.5	holland07
63900.0	21.86	100.0	b	UVOT	holland07
67600.0	23.38	0.42	uvm2	UVOT	holland07
68700.0	21.02	0.17	IC	D1.5	holland07
70500.0	21.98	100.0	uvw1	UVOT	holland07
70500.0	23.11	0.25	B	D1.5	holland07
71400.0	21.55	100.0	u	UVOT	holland07
73300.0	23.25	0.33	uvw2	UVOT	holland07
77000.0	20.53	100.0	v	UVOT	holland07
82100.0	21.92	100.0	uvw1	UVOT	holland07
82900.0	21.44	100.0	u	UVOT	holland07
87000.0	21.96	100.0	b	UVOT	holland07
88700.0	20.83	100.0	v	UVOT	holland07
93600.0	22.15	100.0	uvw1	UVOT	holland07
94500.0	21.47	100.0	u	UVOT	holland07
98600.0	22.01	100.0	b	UVOT	holland07
100000.0	20.45	100.0	v	UVOT	holland07
105000.0	21.96	100.0	uvw1	UVOT	holland07
110000.0	21.95	100.0	b	UVOT	holland07
112000.0	20.47	100.0	v	UVOT	holland07
117000.0	22.04	100.0	uvw1	UVOT	holland07
118000.0	20.8	100.0	u	UVOT	holland07
123000.0	21.73	100.0	u	UVOT	holland07
123000.0	21.8	100.0	b	UVOT	holland07
129000.0	20.72	100.0	v	UVOT	holland07
135000.0	21.34	100.0	uvw1	UVOT	holland07
139000.0	21.45	100.0	uvw1	UVOT	holland07
141000.0	21.6	100.0	u	UVOT	holland07
141000.0	20.91	100.0	b	UVOT	holland07
142000.0	22.84	0.11	RC	D1.5	holland07
145000.0	22.19	0.47	b	UVOT	holland07
147000.0	20.55	100.0	v	UVOT	holland07
232000.0	23.1	100.0	IC	D1.5	holland07
314000.0	22.74	0.19	IC	D1.5	holland07
406000.0	23.03	0.23	IC	D1.5	holland07
869000.0	22.56	100.0	v	UVOT	holland07
1040000.0	22.06	100.0	v	UVOT	holland07
1380000.0	21.91	100.0	v	UVOT	holland07
1470000.0	21.69	100.0	v	UVOT	holland07
1940000.0	22.38	100.0	v	UVOT	holland07
2340000.0	22.58	100.0	v	UVOT	holland07
2420000.0	22.63	100.0	v	UVOT	holland07
3150000.0	19.57	100.0	KS	NOT	holland07
3370000.0	22.15	100.0	v	UVOT	holland07
3460000.0	21.81	100.0	v	UVOT	holland07
3590000.0	22.34	100.0	v	UVOT	holland07
3730000.0	22.59	0.42	v	UVOT	holland07
4170000.0	19.97	100.0	v	UVOT	holland07
5710000.0	22.57	100.0	v	UVOT	holland07
5790000.0	22.43	100.0	v	UVOT	holland07
5880000.0	22.52	100.0	v	UVOT	holland07
6140000.0	22.21	100.0	v	UVOT	holland07
6310000.0	22.13	100.0	v	UVOT	holland07
6390000.0	21.95	100.0	v	UVOT	holland07
19000.0	22.93	0.17	BJ	MAO	kann10
20700.0	23.29	0.24	BJ	MAO	kann10
16500.0	21.84	0.1	RC	MAO	kann10
17100.0	21.74	0.08	RC	MAO	kann10
18000.0	22.01	0.11	RC	MAO	kann10
22200.0	22.09	0.08	RC	MAO	kann10
23200.0	22.11	0.11	RC	MAO	kann10
28500.0	22.54	0.13	RC	MAO	kann10
29500.0	22.33	0.1	RC	MAO	kann10
30500.0	22.34	0.13	RC	MAO	kann10
31600.0	22.46	0.13	RC	MAO	kann10
32600.0	22.95	0.21	RC	MAO	kann10
110000.0	21.7	100.0	RC	MAO	kann10
60900.0	19.8	100.0	J	SMARTS	kann10
1180000.0	19.6	100.0	J	SMARTS	kann1
