Time	Mag	MagErr	Filter	Telescope	Source
216.0	18.82	0.11	IC	P60	soderberg07
372.0	18.86	0.11	IC	P60	soderberg07
527.0	19.16	0.13	IC	P60	soderberg07
691.0	19.35	0.23	IC	P60	soderberg07
657.0	16.37	0.21	KS	P200	soderberg07
847.0	19.01	0.12	IC	P60	soderberg07
1000.0	19.53	0.18	IC	P60	soderberg07
1350.0	19.16	0.27	zz	P60	soderberg07
1270.0	16.64	0.2	KS	P200	soderberg07
1870.0	19.09	0.2	IC	P60	soderberg07
1830.0	16.79	0.2	KS	P200	soderberg07
2280.0	19.34	0.23	IC	P60	soderberg07
2410.0	16.89	0.24	KS	P200	soderberg07
2970.0	16.99	0.25	KS	P200	soderberg07
3540.0	16.98	0.29	KS	P200	soderberg07
4090.0	20.92	0.05	RC	ATT2.3m	soderberg07
7660.0	21.18	0.12	RC	ATT2.3m	soderberg07
8010.0	21.4	0.15	RC	ATT2.3m	soderberg07
8370.0	21.16	0.08	RC	ATT2.3m	soderberg07
8730.0	21.43	0.11	RC	ATT2.3m	soderberg07
9100.0	21.44	0.26	RC	ATT2.3m	soderberg07
9380.0	21.39	0.16	RC	ATT2.3m	soderberg07
9750.0	21.37	0.16	RC	ATT2.3m	soderberg07
10000.0	21.18	0.17	RC	ATT2.3m	soderberg07
10400.0	21.35	0.16	RC	ATT2.3m	soderberg07
10700.0	21.36	0.1	RC	ATT2.3m	soderberg07
11000.0	21.44	0.27	RC	ATT2.3m	soderberg07
11300.0	21.46	0.22	RC	ATT2.3m	soderberg07
11700.0	21.63	0.34	RC	ATT2.3m	soderberg07
12800.0	21.71	0.3	RC	ATT2.3m	soderberg07
13600.0	21.87	0.46	RC	ATT2.3m	soderberg07
80200.0	22.62	0.3	RC	P60	soderberg07
81100.0	20.38	100.0	zz	P60	soderberg07
81800.0	22.05	0.3	IC	P60	soderberg07
158000.0	23.46	100.0	RC	P60	soderberg07
168000.0	22.83	100.0	IC	P60	soderberg07
595000.0	19.7	100.0	KS	P200	soderberg07
3190000.0	24.35	0.02	AB	HST	soderberg07
3200000.0	23.83	0.03	AB	HST	soderberg07
5250000.0	25.88	0.1	AB	HST	soderberg07
7400000.0	26.44	0.22	AB	HST	soderberg07
126.0	19.19	0.29	v	UVOT	holland07
228.0	19.49	100.0	b	UVOT	holland07
257.0	19.39	100.0	v	UVOT	holland07
285.0	18.36	100.0	uvw1	UVOT	holland07
313.0	19.17	100.0	b	UVOT	holland07
342.0	18.36	100.0	v	UVOT	holland07
355.0	18.57	100.0	uvm2	UVOT	holland07
369.0	18.61	100.0	uvw1	UVOT	holland07
397.0	19.44	100.0	b	UVOT	holland07
482.0	19.39	100.0	b	UVOT	holland07
497.0	18.41	100.0	uvw2	UVOT	holland07
510.0	18.61	100.0	v	UVOT	holland07
566.0	19.32	100.0	b	UVOT	holland07
594.0	19.75	0.3	u	UVOT	holland07
650.0	19.38	100.0	b	UVOT	holland07
666.0	18.2	100.0	uvw2	UVOT	holland07
