Time	Mag	MagErr	Filter		Source
69.2	17.4	0	Unfiltered	3978
178.7	18.1	0	Unfiltered	3978
5760.0	18.0	0	CR		3980
1098	21.0	0	R		3981
1218	20.5	0	i		3981
297.5	18.2	0	Unfiltered	3985
3119.5	20.3	0	V_swift		3986
8630.5	20.6	0	B_swift		3986
6531.0	20.9	0	U_swift		3986
6071.0	20.5	0	W1_swift	3986
3465.5	20.2	0	M2_swift	3986
461.5	19.6	0	W2_swift	3986
1201	18.25	0.16	H		3990
