Time   	   Mag  	MagErr   Filter			Source
176	   18.5  	0	 White_swift		5285
15281      20   	0   	 R			5288
10800      20.3   	0.5  	 White  		5291
123724     19.90  	0.5  	 White 			5314
3584.0	   20.37	0.29	WHITE_swift		5294
3120.0	   19.65	0.49	V_swift			5294
3768.0	   19.57	0.17	B_swift			5294
3656.0	   19.32	0	U_swift			5294
3536.0	   19.24	0	W1_swift		5294
3432.0	   19.56	0	M2_swift		5294
3984.0	   19.47	0	W2_swift		5294
123725.0	   22.4	0	R			5298
16920.0	   19.9		0.5	White			5314			
