Time	Mag	MagErr	Filter	Telescope	Source
715.0	11.29	0.04	H	PAIRITEL	bloom09
723.0	11.33	0.04	H	PAIRITEL	bloom09
743.0	11.48	0.04	H	PAIRITEL	bloom09
751.0	11.5	0.04	H	PAIRITEL	bloom09
759.0	11.48	0.04	H	PAIRITEL	bloom09
779.0	11.5	0.04	H	PAIRITEL	bloom09
788.0	11.57	0.04	H	PAIRITEL	bloom09
796.0	11.6	0.04	H	PAIRITEL	bloom09
816.0	11.65	0.04	H	PAIRITEL	bloom09
824.0	11.7	0.04	H	PAIRITEL	bloom09
832.0	11.67	0.04	H	PAIRITEL	bloom09
852.0	11.66	0.04	H	PAIRITEL	bloom09
860.0	11.69	0.04	H	PAIRITEL	bloom09
868.0	11.7	0.04	H	PAIRITEL	bloom09
888.0	11.81	0.04	H	PAIRITEL	bloom09
896.0	11.84	0.04	H	PAIRITEL	bloom09
904.0	11.89	0.04	H	PAIRITEL	bloom09
924.0	11.89	0.04	H	PAIRITEL	bloom09
932.0	11.9	0.04	H	PAIRITEL	bloom09
940.0	11.84	0.04	H	PAIRITEL	bloom09
960.0	11.99	0.04	H	PAIRITEL	bloom09
968.0	12.02	0.04	H	PAIRITEL	bloom09
976.0	11.96	0.04	H	PAIRITEL	bloom09
996.0	11.96	0.04	H	PAIRITEL	bloom09
1000.0	12.03	0.04	H	PAIRITEL	bloom09
1010.0	12.04	0.04	H	PAIRITEL	bloom09
1030.0	12.13	0.04	H	PAIRITEL	bloom09
1040.0	12.19	0.04	H	PAIRITEL	bloom09
1050.0	12.17	0.04	H	PAIRITEL	bloom09
1070.0	12.24	0.04	H	PAIRITEL	bloom09
1080.0	12.23	0.04	H	PAIRITEL	bloom09
1090.0	12.25	0.04	H	PAIRITEL	bloom09
1110.0	12.25	0.04	H	PAIRITEL	bloom09
1110.0	12.24	0.04	H	PAIRITEL	bloom09
1120.0	12.32	0.04	H	PAIRITEL	bloom09
1140.0	12.34	0.05	H	PAIRITEL	bloom09
1150.0	12.42	0.05	H	PAIRITEL	bloom09
1160.0	12.43	0.05	H	PAIRITEL	bloom09
1180.0	12.37	0.04	H	PAIRITEL	bloom09
1190.0	12.41	0.04	H	PAIRITEL	bloom09
1190.0	12.47	0.05	H	PAIRITEL	bloom09
1220.0	12.39	0.05	H	PAIRITEL	bloom09
1260.0	12.51	0.05	H	PAIRITEL	bloom09
1290.0	12.69	0.05	H	PAIRITEL	bloom09
1330.0	12.65	0.05	H	PAIRITEL	bloom09
1370.0	12.69	0.05	H	PAIRITEL	bloom09
1400.0	12.88	0.05	H	PAIRITEL	bloom09
1440.0	12.94	0.05	H	PAIRITEL	bloom09
1470.0	12.98	0.05	H	PAIRITEL	bloom09
1510.0	12.97	0.05	H	PAIRITEL	bloom09
1550.0	13.08	0.05	H	PAIRITEL	bloom09
1580.0	13.05	0.05	H	PAIRITEL	bloom09
1620.0	13.2	0.05	H	PAIRITEL	bloom09
1660.0	13.35	0.05	H	PAIRITEL	bloom09
1690.0	13.22	0.05	H	PAIRITEL	bloom09
1730.0	13.21	0.05	H	PAIRITEL	bloom09
1760.0	13.36	0.05	H	PAIRITEL	bloom09
1800.0	13.5	0.05	H	PAIRITEL	bloom09
1840.0	13.4	0.05	H	PAIRITEL	bloom09
1890.0	13.54	0.05	H	PAIRITEL	bloom09
1960.0	13.55	0.05	H	PAIRITEL	bloom09
2040.0	13.65	0.05	H	PAIRITEL	bloom09
2110.0	13.78	0.05	H	PAIRITEL	bloom09
2180.0	13.75	0.05	H	PAIRITEL	bloom09
2250.0	13.78	0.05	H	PAIRITEL	bloom09
2330.0	13.86	0.05	H	PAIRITEL	bloom09
2400.0	13.99	0.05	H	PAIRITEL	bloom09
2470.0	13.9	0.05	H	PAIRITEL	bloom09
2540.0	14.03	0.05	H	PAIRITEL	bloom09
2620.0	14.06	0.05	H	PAIRITEL	bloom09
2690.0	14.07	0.05	H	PAIRITEL	bloom09
2760.0	14.21	0.05	H	PAIRITEL	bloom09
2830.0	14.16	0.05	H	PAIRITEL	bloom09
2910.0	14.19	0.05	H	PAIRITEL	bloom09
2980.0	14.28	0.05	H	PAIRITEL	bloom09
3050.0	14.34	0.05	H	PAIRITEL	bloom09
3120.0	14.34	0.05	H	PAIRITEL	bloom09
3200.0	14.42	0.05	H	PAIRITEL	bloom09
3270.0	14.3	0.05	H	PAIRITEL	bloom09
3340.0	14.52	0.06	H	PAIRITEL	bloom09
3410.0	14.49	0.05	H	PAIRITEL	bloom09
3490.0	14.32	0.05	H	PAIRITEL	bloom09
3560.0	14.52	0.06	H	PAIRITEL	bloom09
3630.0	14.51	0.05	H	PAIRITEL	bloom09
3890.0	14.75	0.05	H	PAIRITEL	bloom09
4250.0	14.8	0.05	H	PAIRITEL	bloom09
4610.0	15.03	0.06	H	PAIRITEL	bloom09
4980.0	15.1	0.06	H	PAIRITEL	bloom09
5340.0	15.11	0.06	H	PAIRITEL	bloom09
5700.0	15.13	0.06	H	PAIRITEL	bloom09
6070.0	15.36	0.06	H	PAIRITEL	bloom09
6430.0	15.5	0.06	H	PAIRITEL	bloom09
6860.0	15.47	0.06	H	PAIRITEL	bloom09
7610.0	15.66	0.06	H	PAIRITEL	bloom09
8070.0	15.83	0.06	H	PAIRITEL	bloom09
8970.0	15.91	0.06	H	PAIRITEL	bloom09
10100.0	16.06	0.06	H	PAIRITEL	bloom09
11700.0	16.24	0.06	H	PAIRITEL	bloom09
13500.0	16.28	0.06	H	PAIRITEL	bloom09
15300.0	16.58	0.07	H	PAIRITEL	bloom09
17100.0	16.68	0.07	H	PAIRITEL	bloom09
19100.0	16.76	0.07	H	PAIRITEL	bloom09
21300.0	16.86	0.07	H	PAIRITEL	bloom09
344.0	9.07	0.06	KS	PAIRITEL	bloom09
352.0	9.31	0.06	KS	PAIRITEL	bloom09
360.0	9.21	0.06	KS	PAIRITEL	bloom09
380.0	9.31	0.06	KS	PAIRITEL	bloom09
388.0	9.31	0.06	KS	PAIRITEL	bloom09
396.0	9.42	0.06	KS	PAIRITEL	bloom09
416.0	9.51	0.06	KS	PAIRITEL	bloom09
424.0	9.55	0.06	KS	PAIRITEL	bloom09
432.0	9.64	0.06	KS	PAIRITEL	bloom09
452.0	9.8	0.06	KS	PAIRITEL	bloom09
461.0	9.88	0.06	KS	PAIRITEL	bloom09
469.0	9.91	0.06	KS	PAIRITEL	bloom09
489.0	10.03	0.06	KS	PAIRITEL	bloom09
497.0	10.12	0.06	KS	PAIRITEL	bloom09
505.0	10.13	0.06	KS	PAIRITEL	bloom09
526.0	10.07	0.06	KS	PAIRITEL	bloom09
534.0	10.23	0.06	KS	PAIRITEL	bloom09
542.0	10.24	0.06	KS	PAIRITEL	bloom09
562.0	10.31	0.06	KS	PAIRITEL	bloom09
570.0	10.38	0.06	KS	PAIRITEL	bloom09
578.0	10.5	0.06	KS	PAIRITEL	bloom09
598.0	10.4	0.06	KS	PAIRITEL	bloom09
606.0	10.49	0.06	KS	PAIRITEL	bloom09
614.0	10.49	0.06	KS	PAIRITEL	bloom09
634.0	10.6	0.06	KS	PAIRITEL	bloom09
643.0	10.56	0.06	KS	PAIRITEL	bloom09
651.0	10.56	0.06	KS	PAIRITEL	bloom09
671.0	10.73	0.06	KS	PAIRITEL	bloom09
679.0	10.75	0.06	KS	PAIRITEL	bloom09
687.0	10.69	0.06	KS	PAIRITEL	bloom09
707.0	10.8	0.06	KS	PAIRITEL	bloom09
715.0	10.75	0.06	KS	PAIRITEL	bloom09
723.0	10.83	0.06	KS	PAIRITEL	bloom09
743.0	10.83	0.06	KS	PAIRITEL	bloom09
751.0	10.92	0.06	KS	PAIRITEL	bloom09
759.0	10.84	0.06	KS	PAIRITEL	bloom09
779.0	10.75	0.06	KS	PAIRITEL	bloom09
788.0	10.97	0.06	KS	PAIRITEL	bloom09
796.0	11.0	0.06	KS	PAIRITEL	bloom09
816.0	10.95	0.06	KS	PAIRITEL	bloom09
824.0	11.16	0.06	KS	PAIRITEL	bloom09
832.0	11.17	0.06	KS	PAIRITEL	bloom09
852.0	11.09	0.06	KS	PAIRITEL	bloom09
860.0	11.11	0.06	KS	PAIRITEL	bloom09
868.0	11.13	0.06	KS	PAIRITEL	bloom09
888.0	11.09	0.06	KS	PAIRITEL	bloom09
896.0	11.16	0.06	KS	PAIRITEL	bloom09
904.0	11.22	0.06	KS	PAIRITEL	bloom09
924.0	11.27	0.06	KS	PAIRITEL	bloom09
932.0	11.32	0.06	KS	PAIRITEL	bloom09
940.0	11.29	0.06	KS	PAIRITEL	bloom09
960.0	11.34	0.06	KS	PAIRITEL	bloom09
968.0	11.37	0.06	KS	PAIRITEL	bloom09
976.0	11.38	0.06	KS	PAIRITEL	bloom09
996.0	11.48	0.06	KS	PAIRITEL	bloom09
1000.0	11.41	0.06	KS	PAIRITEL	bloom09
1010.0	11.41	0.06	KS	PAIRITEL	bloom09
1030.0	11.58	0.06	KS	PAIRITEL	bloom09
1040.0	11.59	0.06	KS	PAIRITEL	bloom09
1050.0	11.64	0.06	KS	PAIRITEL	bloom09
1070.0	11.61	0.06	KS	PAIRITEL	bloom09
1080.0	11.62	0.06	KS	PAIRITEL	bloom09
1090.0	11.66	0.06	KS	PAIRITEL	bloom09
1110.0	11.77	0.06	KS	PAIRITEL	bloom09
1110.0	11.74	0.06	KS	PAIRITEL	bloom09
1120.0	11.69	0.06	KS	PAIRITEL	bloom09
1140.0	11.7	0.06	KS	PAIRITEL	bloom09
1150.0	11.81	0.06	KS	PAIRITEL	bloom09
1160.0	11.78	0.06	KS	PAIRITEL	bloom09
1180.0	11.87	0.06	KS	PAIRITEL	bloom09
1190.0	11.85	0.06	KS	PAIRITEL	bloom09
1190.0	11.75	0.06	KS	PAIRITEL	bloom09
1220.0	11.77	0.04	KS	PAIRITEL	bloom09
1260.0	11.84	0.04	KS	PAIRITEL	bloom09
1290.0	12.06	0.04	KS	PAIRITEL	bloom09
1330.0	12.05	0.04	KS	PAIRITEL	bloom09
1370.0	12.12	0.04	KS	PAIRITEL	bloom09
1400.0	12.18	0.04	KS	PAIRITEL	bloom09
1440.0	12.23	0.04	KS	PAIRITEL	bloom09
1470.0	12.32	0.04	KS	PAIRITEL	bloom09
1510.0	12.38	0.04	KS	PAIRITEL	bloom09
1580.0	12.47	0.04	KS	PAIRITEL	bloom09
1620.0	12.59	0.04	KS	PAIRITEL	bloom09
1660.0	12.67	0.04	KS	PAIRITEL	bloom09
1690.0	12.59	0.04	KS	PAIRITEL	bloom09
1730.0	12.65	0.04	KS	PAIRITEL	bloom09
1760.0	12.73	0.04	KS	PAIRITEL	bloom09
1800.0	12.82	0.04	KS	PAIRITEL	bloom09
1840.0	12.65	0.04	KS	PAIRITEL	bloom09
1890.0	12.84	0.04	KS	PAIRITEL	bloom09
1960.0	12.91	0.04	KS	PAIRITEL	bloom09
2040.0	13.02	0.04	KS	PAIRITEL	bloom09
2110.0	13.15	0.04	KS	PAIRITEL	bloom09
2180.0	13.2	0.04	KS	PAIRITEL	bloom09
2250.0	13.27	0.04	KS	PAIRITEL	bloom09
2330.0	13.24	0.04	KS	PAIRITEL	bloom09
2400.0	13.33	0.04	KS	PAIRITEL	bloom09
2470.0	13.39	0.04	KS	PAIRITEL	bloom09
2540.0	13.49	0.04	KS	PAIRITEL	bloom09
2620.0	13.43	0.04	KS	PAIRITEL	bloom09
2690.0	13.46	0.04	KS	PAIRITEL	bloom09
2760.0	13.52	0.04	KS	PAIRITEL	bloom09
2830.0	13.65	0.05	KS	PAIRITEL	bloom09
2910.0	13.71	0.05	KS	PAIRITEL	bloom09
2980.0	13.86	0.05	KS	PAIRITEL	bloom09
3050.0	13.78	0.05	KS	PAIRITEL	bloom09
3120.0	13.81	0.05	KS	PAIRITEL	bloom09
3200.0	13.79	0.05	KS	PAIRITEL	bloom09
3270.0	13.9	0.05	KS	PAIRITEL	bloom09
3340.0	13.75	0.05	KS	PAIRITEL	bloom09
3410.0	13.82	0.05	KS	PAIRITEL	bloom09
3490.0	13.93	0.05	KS	PAIRITEL	bloom09
3630.0	14.08	0.06	KS	PAIRITEL	bloom09
3890.0	14.22	0.05	KS	PAIRITEL	bloom09
4250.0	14.38	0.05	KS	PAIRITEL	bloom09
4610.0	14.51	0.05	KS	PAIRITEL	bloom09
4980.0	14.56	0.05	KS	PAIRITEL	bloom09
5340.0	14.85	0.05	KS	PAIRITEL	bloom09
5700.0	14.65	0.05	KS	PAIRITEL	bloom09
6070.0	14.84	0.06	KS	PAIRITEL	bloom09
6430.0	14.85	0.05	KS	PAIRITEL	bloom09
6860.0	14.99	0.05	KS	PAIRITEL	bloom09
7560.0	15.17	0.05	KS	PAIRITEL	bloom09
8280.0	15.39	0.06	KS	PAIRITEL	bloom09
8970.0	15.36	0.06	KS	PAIRITEL	bloom09
9770.0	15.34	0.07	KS	PAIRITEL	bloom09
10400.0	15.5	0.06	KS	PAIRITEL	bloom09
11700.0	15.71	0.06	KS	PAIRITEL	bloom09
13500.0	15.87	0.07	KS	PAIRITEL	bloom09
15300.0	16.14	0.07	KS	PAIRITEL	bloom09
17100.0	16.15	0.08	KS	PAIRITEL	bloom09
19100.0	16.4	0.1	KS	PAIRITEL	bloom09
21300.0	16.49	0.09	KS	PAIRITEL	bloom09
1220.0	14.12	0.01	clear	KAIT	bloom09
1310.0	14.26	0.01	clear	KAIT	bloom09
1400.0	14.42	0.01	clear	KAIT	bloom09
1500.0	14.55	0.01	clear	KAIT	bloom09
1590.0	14.65	0.01	clear	KAIT	bloom09
1650.0	14.73	0.01	clear	KAIT	bloom09
1710.0	14.8	0.01	clear	KAIT	bloom09
1770.0	14.9	0.01	clear	KAIT	bloom09
1830.0	14.95	0.01	clear	KAIT	bloom09
1940.0	15.05	0.01	clear	KAIT	bloom09
2000.0	15.07	0.01	clear	KAIT	bloom09
2130.0	15.21	0.01	clear	KAIT	bloom09
2190.0	15.26	0.01	clear	KAIT	bloom09
2310.0	15.34	0.01	clear	KAIT	bloom09
2430.0	15.4	0.01	clear	KAIT	bloom09
2560.0	15.5	0.01	clear	KAIT	bloom09
2680.0	15.6	0.01	clear	KAIT	bloom09
2800.0	15.64	0.01	clear	KAIT	bloom09
2920.0	15.72	0.01	clear	KAIT	bloom09
3050.0	15.75	0.02	clear	KAIT	bloom09
3170.0	15.81	0.01	clear	KAIT	bloom09
3290.0	15.87	0.02	clear	KAIT	bloom09
3410.0	15.9	0.01	clear	KAIT	bloom09
3530.0	15.98	0.02	clear	KAIT	bloom09
3660.0	16.0	0.01	clear	KAIT	bloom09
3780.0	16.06	0.01	clear	KAIT	bloom09
3900.0	16.08	0.02	clear	KAIT	bloom09
4030.0	16.13	0.02	clear	KAIT	bloom09
4150.0	16.2	0.02	clear	KAIT	bloom09
4270.0	16.24	0.01	clear	KAIT	bloom09
4330.0	16.26	0.02	clear	KAIT	bloom09
4390.0	16.25	0.01	clear	KAIT	bloom09
4450.0	16.28	0.02	clear	KAIT	bloom09
4510.0	16.29	0.02	clear	KAIT	bloom09
4570.0	16.33	0.01	clear	KAIT	bloom09
5020.0	16.42	0.02	clear	KAIT	bloom09
5110.0	16.47	0.01	clear	KAIT	bloom09
5320.0	16.51	0.02	clear	KAIT	bloom09
5420.0	16.54	0.02	clear	KAIT	bloom09
5620.0	16.59	0.02	clear	KAIT	bloom09
5820.0	16.63	0.01	clear	KAIT	bloom09
6020.0	16.67	0.02	clear	KAIT	bloom09
6230.0	16.74	0.02	clear	KAIT	bloom09
6430.0	16.78	0.02	clear	KAIT	bloom09
6630.0	16.77	0.03	clear	KAIT	bloom09
6830.0	16.85	0.02	clear	KAIT	bloom09
7030.0	16.89	0.02	clear	KAIT	bloom09
8820.0	17.15	0.01	clear	KAIT	bloom09
10000.0	17.34	0.01	clear	KAIT	bloom09
11300.0	17.53	0.01	clear	KAIT	bloom09
12500.0	17.62	0.01	clear	KAIT	bloom09
15500.0	17.92	0.02	clear	KAIT	bloom09
16700.0	18.02	0.02	clear	KAIT	bloom09
2100.0	15.62	0.04	BJ	KAIT	bloom09
2250.0	15.75	0.04	BJ	KAIT	bloom09
2370.0	15.81	0.04	BJ	KAIT	bloom09
2550.0	15.91	0.04	BJ	KAIT	bloom09
2790.0	16.09	0.04	BJ	KAIT	bloom09
3100.0	16.3	0.03	BJ	KAIT	bloom09
3460.0	16.38	0.04	BJ	KAIT	bloom09
3770.0	16.57	0.04	BJ	KAIT	bloom09
4080.0	16.6	0.04	BJ	KAIT	bloom09
5490.0	17.04	0.04	BJ	KAIT	bloom09
6120.0	17.17	0.04	BJ	KAIT	bloom09
6720.0	17.41	0.07	BJ	KAIT	bloom09
7790.0	17.52	0.02	BJ	KAIT	bloom09
8980.0	17.74	0.03	BJ	KAIT	bloom09
10200.0	17.83	0.03	BJ	KAIT	bloom09
11400.0	18.07	0.04	BJ	KAIT	bloom09
14500.0	18.44	0.05	BJ	KAIT	bloom09
15700.0	18.49	0.06	BJ	KAIT	bloom09
1160.0	14.35	0.02	VJ	KAIT	bloom09
1250.0	14.44	0.02	VJ	KAIT	bloom09
1340.0	14.65	0.02	VJ	KAIT	bloom09
1440.0	14.81	0.03	VJ	KAIT	bloom09
1530.0	14.94	0.03	VJ	KAIT	bloom09
2070.0	15.49	0.04	VJ	KAIT	bloom09
2220.0	15.63	0.05	VJ	KAIT	bloom09
2450.0	15.8	0.03	VJ	KAIT	bloom09
2820.0	15.92	0.04	VJ	KAIT	bloom09
3190.0	16.13	0.04	VJ	KAIT	bloom09
3560.0	16.34	0.04	VJ	KAIT	bloom09
3980.0	16.42	0.04	VJ	KAIT	bloom09
5330.0	16.83	0.04	VJ	KAIT	bloom09
5780.0	16.95	0.06	VJ	KAIT	bloom09
6170.0	16.99	0.05	VJ	KAIT	bloom09
6570.0	17.11	0.06	VJ	KAIT	bloom09
6970.0	17.14	0.07	VJ	KAIT	bloom09
8130.0	17.45	0.06	VJ	KAIT	bloom09
9340.0	17.63	0.07	VJ	KAIT	bloom09
10600.0	17.78	0.02	VJ	KAIT	bloom09
11800.0	17.96	0.03	VJ	KAIT	bloom09
14900.0	18.22	0.03	VJ	KAIT	bloom09
16100.0	18.37	0.04	VJ	KAIT	bloom09
1190.0	13.78	0.01	IC	KAIT	bloom09
1280.0	13.88	0.01	IC	KAIT	bloom09
1370.0	14.02	0.01	IC	KAIT	bloom09
1460.0	14.18	0.02	IC	KAIT	bloom09
1560.0	14.33	0.02	IC	KAIT	bloom09
1620.0	14.38	0.02	IC	KAIT	bloom09
1680.0	14.52	0.01	IC	KAIT	bloom09
1740.0	14.57	0.03	IC	KAIT	bloom09
1800.0	14.62	0.02	IC	KAIT	bloom09
1860.0	14.69	0.02	IC	KAIT	bloom09
1910.0	14.78	0.03	IC	KAIT	bloom09
1970.0	14.81	0.03	IC	KAIT	bloom09
2030.0	14.84	0.03	IC	KAIT	bloom09
2160.0	14.96	0.02	IC	KAIT	bloom09
2330.0	15.06	0.02	IC	KAIT	bloom09
2580.0	15.17	0.02	IC	KAIT	bloom09
2820.0	15.33	0.02	IC	KAIT	bloom09
3070.0	15.44	0.02	IC	KAIT	bloom09
3310.0	15.56	0.04	IC	KAIT	bloom09
3560.0	15.7	0.03	IC	KAIT	bloom09
3800.0	15.7	0.04	IC	KAIT	bloom09
4050.0	15.79	0.03	IC	KAIT	bloom09
4260.0	15.9	0.04	IC	KAIT	bloom09
4380.0	15.89	0.04	IC	KAIT	bloom09
4530.0	15.99	0.02	IC	KAIT	bloom09
5000.0	16.17	0.03	IC	KAIT	bloom09
5260.0	16.22	0.03	IC	KAIT	bloom09
5660.0	16.3	0.02	IC	KAIT	bloom09
6060.0	16.39	0.04	IC	KAIT	bloom09
6470.0	16.51	0.03	IC	KAIT	bloom09
6870.0	16.5	0.03	IC	KAIT	bloom09
8480.0	16.84	0.02	IC	KAIT	bloom09
9680.0	17.02	0.03	IC	KAIT	bloom09
10900.0	17.2	0.02	IC	KAIT	bloom09
12100.0	17.34	0.02	IC	KAIT	bloom09
15200.0	17.65	0.02	IC	KAIT	bloom09
16400.0	17.75	0.1	IC	KAIT	bloom09
7150.0	17.36	0.01	BJ	Nickel	bloom09
8580.0	17.65	0.01	BJ	Nickel	bloom09
10000.0	17.87	0.01	BJ	Nickel	bloom09
11500.0	18.09	0.01	BJ	Nickel	bloom09
13000.0	18.25	0.01	BJ	Nickel	bloom09
14500.0	18.39	0.01	BJ	Nickel	bloom09
16400.0	18.59	0.01	BJ	Nickel	bloom09
17900.0	18.77	0.02	BJ	Nickel	bloom09
19400.0	18.86	0.01	BJ	Nickel	bloom09
21000.0	18.97	0.02	BJ	Nickel	bloom09
7440.0	17.25	0.01	VJ	Nickel	bloom09
8860.0	17.48	0.01	VJ	Nickel	bloom09
10300.0	17.73	0.01	VJ	Nickel	bloom09
11800.0	17.9	0.01	VJ	Nickel	bloom09
13300.0	18.06	0.01	VJ	Nickel	bloom09
14800.0	18.24	0.01	VJ	Nickel	bloom09
16700.0	18.42	0.01	VJ	Nickel	bloom09
18200.0	18.56	0.02	VJ	Nickel	bloom09
19700.0	18.64	0.01	VJ	Nickel	bloom09
23000.0	18.9	0.02	VJ	Nickel	bloom09
7780.0	16.99	0.01	RC	Nickel	bloom09
9200.0	17.24	0.01	RC	Nickel	bloom09
10600.0	17.43	0.01	RC	Nickel	bloom09
12200.0	17.64	0.01	RC	Nickel	bloom09
13700.0	17.8	0.01	RC	Nickel	bloom09
15100.0	17.92	0.01	RC	Nickel	bloom09
17100.0	18.11	0.01	RC	Nickel	bloom09
18600.0	18.22	0.01	RC	Nickel	bloom09
20000.0	18.31	0.02	RC	Nickel	bloom09
23300.0	18.54	0.02	RC	Nickel	bloom09
8120.0	16.8	0.0	IC	Nickel	bloom09
9530.0	17.01	0.01	IC	Nickel	bloom09
11000.0	17.19	0.01	IC	Nickel	bloom09
12500.0	17.39	0.01	IC	Nickel	bloom09
14000.0	17.54	0.01	IC	Nickel	bloom09
16000.0	17.7	0.01	IC	Nickel	bloom09
17400.0	17.82	0.01	IC	Nickel	bloom09
18900.0	17.92	0.01	IC	Nickel	bloom09
20400.0	18.05	0.01	IC	Nickel	bloom09
23700.0	18.11	0.12	IC	Nickel	bloom09
89300.0	20.67	0.1	gg	gemini	bloom09
90400.0	20.52	0.06	rr	gemini	bloom09
91300.0	20.38	0.05	ii	gemini	bloom09
92500.0	20.31	0.05	zz	gemini	bloom09
175000.0	21.51	0.06	rr	gemini	bloom09
520000.0	23.45	0.19	gg	gemini	bloom09
522000.0	23.34	0.09	rr	gemini	bloom09
523000.0	22.9	0.06	ii	gemini	bloom09
524000.0	22.94	0.09	zz	gemini	bloom09
780000.0	23.67	0.07	rr	gemini	bloom09
782000.0	23.28	0.06	ii	gemini	bloom09
1210000.0	24.44	0.08	gg	gemini	bloom09
1210000.0	24.1	0.08	rr	gemini	bloom09
1210000.0	23.81	0.07	ii	gemini	bloom09
2290000.0	25.86	0.11	gg	gemini	bloom09
2290000.0	25.05	0.09	rr	gemini	bloom09
2290000.0	24.36	0.08	ii	gemini	bloom09
2530000.0	23.94	0.13	zz	gemini	bloom09
24.6	5.35	100.0	clear	ROTSE	bloom09_Source7470
112.0	8.49	100.0	clear	ROTSE	bloom09_Source7470
55800.0	19.08	0.02	clear	AAVSO	bloom09_Source7484
70500.0	19.0	0.1	clear	AAVSO	bloom09_Source7484
74800.0	20.0	0.3	RC	Brno	bloom09_Source7504
1484.5	14.41	0.01	white	UVOT	racusin08
1644.5	14.76	0.02	white	UVOT	racusin08
5529.5	16.41	0.01	white	UVOT	racusin08
6930.0	16.72	0.02	white	UVOT	racusin08
728350.0	22.71	0	white	UVOT	racusin08
805100.0	23.17	0	white	UVOT	racusin08
892100.0	23.74	0	white	UVOT	racusin08
1496000.0	24.36	0	white	UVOT	racusin08
1825500.0	25.21	0	white	UVOT	racusin08
2227000.0	24.64	0	white	UVOT	racusin08
2737000.0	24.74	0	white	UVOT	racusin08
2820600.0	24.23	0	white	UVOT	racusin08
361.0	11.99	0	v	UVOT	racusin08
371.0	12.13	0	v	UVOT	racusin08
381.0	12.12	0	v	UVOT	racusin08
391.0	12.18	0	v	UVOT	racusin08
401.0	12.3	0	v	UVOT	racusin08
411.0	12.31	0	v	UVOT	racusin08
421.0	12.43	0	v	UVOT	racusin08
431.0	12.43	0	v	UVOT	racusin08
441.0	12.56	0	v	UVOT	racusin08
451.0	12.55	0	v	UVOT	racusin08
461.0	12.56	0	v	UVOT	racusin08
471.0	12.58	0	v	UVOT	racusin08
481.0	12.66	0	v	UVOT	racusin08
491.0	12.67	0	v	UVOT	racusin08
495.5	12.71	0	v	UVOT	racusin08
506.0	12.77	0	v	UVOT	racusin08
516.0	12.8	0	v	UVOT	racusin08
526.0	12.87	0.08	v	UVOT	racusin08
536.0	12.93	0.08	v	UVOT	racusin08
546.0	12.94	0.08	v	UVOT	racusin08
556.0	12.94	0.08	v	UVOT	racusin08
566.0	13.01	0	v	UVOT	racusin08
574.3	13.0	0	v	UVOT	racusin08
716.0	13.4	0	v	UVOT	racusin08
726.0	13.45	0	v	UVOT	racusin08
729.7	13.41	0	v	UVOT	racusin08
981.0	13.95	0	v	UVOT	racusin08
991.0	13.95	0.08	v	UVOT	racusin08
990.5	14.06	0	v	UVOT	racusin08
1001.0	13.98	0.08	v	UVOT	racusin08
1015.0	14.01	0.08	v	UVOT	racusin08
1025.0	14.03	0.08	v	UVOT	racusin08
1035.0	14.23	0	v	UVOT	racusin08
1045.0	14.16	0	v	UVOT	racusin08
1055.0	14.16	0.08	v	UVOT	racusin08
1065.0	14.19	0	v	UVOT	racusin08
1075.0	14.18	0	v	UVOT	racusin08
1085.0	14.17	0	v	UVOT	racusin08
1095.0	14.25	0	v	UVOT	racusin08
1105.0	14.37	0	v	UVOT	racusin08
1115.0	14.26	0	v	UVOT	racusin08
1125.0	14.26	0	v	UVOT	racusin08
1135.0	14.26	0	v	UVOT	racusin08
1145.0	14.41	0	v	UVOT	racusin08
1155.0	14.33	0	v	UVOT	racusin08
1165.0	14.37	0	v	UVOT	racusin08
1175.0	14.49	0.09	v	UVOT	racusin08
1185.0	14.44	0.09	v	UVOT	racusin08
1195.0	14.57	0	v	UVOT	racusin08
1205.0	14.37	0	v	UVOT	racusin08
1215.0	14.4	0	v	UVOT	racusin08
1225.0	14.56	0	v	UVOT	racusin08
1235.0	14.51	0.09	v	UVOT	racusin08
1245.0	14.42	0	v	UVOT	racusin08
1255.0	14.53	0	v	UVOT	racusin08
1265.0	14.61	0	v	UVOT	racusin08
1275.0	14.63	0	v	UVOT	racusin08
1285.0	14.49	0.09	v	UVOT	racusin08
1295.0	14.55	0	v	UVOT	racusin08
1305.0	14.78	0.1	v	UVOT	racusin08
1315.0	14.61	0	v	UVOT	racusin08
1325.0	14.71	0	v	UVOT	racusin08
1335.0	14.63	0	v	UVOT	racusin08
1345.0	14.67	0	v	UVOT	racusin08
1355.0	14.89	0	v	UVOT	racusin08
1365.0	14.76	0.1	v	UVOT	racusin08
1365.0	14.74	0	v	UVOT	racusin08
1373.9	14.63	0	v	UVOT	racusin08
1525.0	14.84	0	v	UVOT	racusin08
1535.2	15.21	0	v	UVOT	racusin08
1685.0	15.13	0	v	UVOT	racusin08
1696.2	15.03	0	v	UVOT	racusin08
5939.5	17.01	0.06	v	UVOT	racusin08
11949.5	17.94	0.09	v	UVOT	racusin08
12249.5	17.89	0	v	UVOT	racusin08
12549.5	18.15	0	v	UVOT	racusin08
30008.0	19.04	0	v	UVOT	racusin08
47408.0	20.32	0	v	UVOT	racusin08
76550.5	22.09	1.88	v	UVOT	racusin08
663.5	13.38	0.02	b	UVOT	racusin08
818.5	13.89	0.02	b	UVOT	racusin08
1469.5	15.01	0	b	UVOT	racusin08
