Time	Mag	MagErr	Filter	Telescope	Source
594.0	16.99	0.07	white	UVOT	Source9234
644.0	16.86	0.19	v	UVOT	Source9234
570.0	17.27	0.13	b	UVOT	Source9234
1120.0	17.44	0.2	u	UVOT	Source9234
695.0	16.81	0.19	uvw1	UVOT	Source9234
670.0	17.39	0.34	uvm2	UVOT	Source9234
793.0	17.51	0.27	uvw2	UVOT	Source9234
45230.0	20.98	0.02	gg	GROND	Source9245
45230.0	20.42	0.04	rr	GROND	Source9245
45230.0	20.01	0.04	ii	GROND	Source9245
45230.0	19.64	0.02	zz	GROND	Source9245
45240.0	18.62	0.03	H	GROND	Source9245
45240.0	18.29	0.04	K	GROND	Source9245
21700.0	19.55	0.37	CR	XLT	Source9246
23100.0	19.95	0.38	CR	XLT	Source9246
26400.0	20.15	0.34	CR	XLT	Source9246
53900.0	19.9	0.14	RC	Lemmon1m	Source9275
135000.0	21.0	0.17	RC	Lemmon1m	Source9275
222000.0	21.7	0.3	RC	Lemmon1m	Source9275
2495.0	17.51	0.02	RC	GMG	Source9305
2685.0	18.5	0.03	BJ	GMG	Source9305
2965.0	18.57	0.02	VJ	GMG	Source9305
3120.0	17.68	0.02	IC	GMG	Source9305
11737.5	18.89	0.04	RC	GMG	Source9305
85200.0	20.59	0.07	RC	GMG	Source9305
38900.0	19.42	0.04	IC	CTIO1.3m	Source9313
43500.0	19.45	0.04	IC	CTIO1.3m	Source9313
49700.0	19.61	0.04	IC	CTIO1.3m	Source9313
54300.0	19.7	0.04	IC	CTIO1.3m	Source9313
133000.0	20.45	0.05	IC	CTIO1.3m	Source9313
215000.0	20.92	0.05	IC	CTIO1.3m	Source9313
304000.0	20.99	0.05	IC	CTIO1.3m	Source9313
395000.0	21.24	0.08	IC	CTIO1.3m	Source9313
481000.0	21.31	0.1	IC	CTIO1.3m	Source9313
38900.0	18.31	0.06	J	CTIO1.3m	Source9313
43500.0	18.11	0.04	J	CTIO1.3m	Source9313
49700.0	18.22	0.05	J	CTIO1.3m	Source9313
54300.0	18.23	0.05	J	CTIO1.3m	Source9313
133000.0	19.18	0.08	J	CTIO1.3m	Source9313
215000.0	19.61	0.11	J	CTIO1.3m	Source9313
304000.0	19.53	0.09	J	CTIO1.3m	Source9313
395000.0	19.7	100.0	J	CTIO1.3m	Source9313
481000.0	19.7	100.0	J	CTIO1.3m	Source9313
38900.0	20.61	0.04	VJ	CTIO1.3m	Source9313
38900.0	16.38	0.05	KS	CTIO1.3m	Source9313
25300.0	21.13	0.08	BJ	CAHA1.23m	kann10
22800.0	20.03	0.03	VJ	CAHA1.23m	kann10
19900.0	19.22	0.06	RC	TLS	kann10
20300.0	19.46	0.04	RC	TLS	kann10
20800.0	19.37	0.04	RC	TLS	kann10
21100.0	19.29	0.1	RC	CAHA1.23m	kann10
21200.0	19.4	0.04	RC	TLS	kann10
21700.0	19.42	0.05	RC	TLS	kann10
22200.0	19.5	0.04	RC	TLS	kann10
22600.0	19.55	0.05	RC	TLS	kann10
23100.0	19.56	0.04	RC	TLS	kann10
23500.0	19.43	0.03	RC	TLS	kann10
24000.0	19.56	0.04	RC	TLS	kann10
362000.0	21.62	0.03	RC	MAO	kann10
978000.0	21.48	0.08	RC	CAHA1.23m	kann10
1070000.0	21.84	0.24	RC	CAHA1.23m	kann10
1590000.0	21.88	0.08	RC	CAHA1.23m	kann10
1840000.0	21.89	0.05	RC	CAHA1.23m	kann10
2100000.0	22.25	0.15	RC	CAHA1.23m	kann10
3400000.0	22.06	0.24	RC	CAHA1.23m	kann10
21700.0	18.96	0.16	IC	CAHA1.23m	kann10
1070000.0	21.44	0.09	IC	CAHA2.2m	kann10
