Time    Mag MagErr  Filter    Source
14415.0    20.55	0.2 R   manual
17595.0    20.72	0.2 R	manual
21255.0    21.5	0.2	g	manual
21255.0    21.0	0.1	r	manual
21255.0    20.8	0.1	i	manual
21255.0    20.5	0.1	z	manual
21255.0    20.1	0.2	J	manual
21255.0    19.6	0.2	Ks	manual
21255.0    19.9	0.2	H	manual
