Time	Mag	MagErr	Filter	Source
9626	18	0	White	10775
10092	20.7	0	R	10778
294    19.4 	0.1	R	10779
588    18.8 	0.2	i	10779
9626.0	21.4(FC)    0	white	10781
10540.0	22.4	0	white	10781
16777.5	20.7	0	v	10781
10164.5	21.7	0	b	10781
17567.5	20.9	0	m2	10781
13927.0	21.6	0	w2	10781
78120	25.3	0	g'	10782
78120	23.8 	0.1	r'	10782
78120	23.6 	0.2	i'	10782
78120	23.5 	0.2	z'	10782
