Tstart(s)          Tend(s)    ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  LowerL   
          286.9      -9.0    20.600    -9.000 K  17.70   0.07  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          335.0      -9.0    20.600    -9.000 K  17.56   0.07  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          387.7      -9.0    13.100    -9.000 K  17.38   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          419.0      -9.0    13.100    -9.000 K  17.34   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          450.3      -9.0    13.100    -9.000 K  17.24   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          498.6      -9.0    13.100    -9.000 K  17.20   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          529.8      -9.0    13.100    -9.000 K  17.09   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          560.9      -9.0    13.100    -9.000 K  17.11   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          610.2      -9.0    13.100    -9.000 K  16.99   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          641.3      -9.0    13.100    -9.000 K  17.04   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          672.4      -9.0    13.100    -9.000 K  17.04   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          766.7      -9.0    12.800    -9.000 K  17.00   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          798.5      -9.0    12.700    -9.000 K  17.00   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          830.8      -9.0    12.900    -9.000 K  16.89   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          862.5      -9.0    12.700    -9.000 K  16.93   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          894.2      -9.0    12.900    -9.000 K  16.96   0.06  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          927.0      -9.0    12.900    -9.000 K  16.91   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
          968.9      -9.0    12.700    -9.000 K  16.87   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
         1000.6      -9.0    12.700    -9.000 K  16.83   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
         1032.0      -9.0    12.700    -9.000 K  16.92   0.05  -9.00  -9.00  -9.00 GROND kruehler09 0 USNOB_ABmag
