time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
154.093	7.592727409338043e-12	6.542403072567187e-13	v	-11.149998077523003	2.187782910422359	16.11	0.09	manual
486.093	6.0460231854716166e-12	6.463421326298455e-13	u	-11.26814384928665	2.6867193670460243	16.82	0.07	manual
462.093	2.5529120463713452e-18	4.04560725022872e-19	uvw1	-17.659463946149472	2.6647293896734348	16.04	0.1	manual
437.093	5.1718003552750054e-18	1.066273573358996e-18	uvm2	-17.37920043145541	2.640573851363329	16.32	0.15	manual
387.093	2.02735529969283e-18	4.636974374106463e-19	uvw2	-17.775324488537883	2.587815317821511	17.06	0.17	manual
30539.7	2.4561237536488617e-13	1.5835215036761258e-14	R	-12.631748565630325	4.484864766545402	19.47	0.07	manual
308070.7	5.5261106344828916e-14	1.0181240096656517e-14	r	-13.280755751000449	5.488650395384719	21.3	0.2	manual
76494.652	1.8117947426814324e-13	8.963344155143803e-15	g	-12.775391268787422	4.883631073217957	20.29	0.03	manual
76494.652	1.7799982501912307e-13	4.9561430323590715e-15	r	-12.77275575100045	4.883631073217957	20.03	0.03	manual
76494.652	1.7908824218285644e-13	6.797294549041967e-15	i	-12.764154678665143	4.883631073217957	19.81	0.03	manual
76494.652	1.7451538317367787e-13	1.0093492598701324e-14	z	-12.770976104200043	4.883631073217957	19.66	0.03	manual
76494.652	6.898042936741934e-14	9.978094298476342e-15	J	-13.168465050423848	4.883631073217957	19.47	0.12	manual
76494.652	4.515914641024607e-14	9.990056056065272e-15	H	-13.349808201900606	4.883631073217957	19.16	0.19	manual
39342.7	2.8200073825964557e-13	1.0389291138079608e-14	R	-12.571748565630324	4.59486416124839	19.32	0.04	manual
43101.7	1.5290837529944816e-13	2.5386913148063515e-14	B	-12.852344977151231	4.634494399767672	20.7	0.17	manual
56252.7	2.178964954358825e-13	1.6055207110601856e-14	R	-12.683748565630324	4.75014337241824	19.6	0.08	manual
128532.7	1.1974303051234905e-13	7.72011847733465e-15	R	-12.943748565630322	5.109013630569355	20.25	0.07	manual
818578.7	1.5640486051191302e-14	1.8727046014900287e-15	R	-13.827748565630325	5.913060439804957	22.46	0.13	manual
1246346.7	5.473312503588816e-15	1.512332133607383e-15	R	-14.283748565630324	6.095638868127881	23.6	0.3	manual
24551.7	2.4561237536488617e-13	2.714608292016215e-14	R	-12.631748565630325	4.3900815687627786	19.47	0.12	manual
27088.7	2.4336058757252247e-13	1.7931470757336385e-14	R	-12.635748565630324	4.432788163528054	19.48	0.08	manual
113965.7	1.0623074941867558e-13	4.892106800580565e-15	R	-12.995748565630322	5.056774162370179	20.38	0.05	manual
121320.7	1.154118081844927e-13	4.251928145297617e-15	R	-12.959748565630322	5.08393490745185	20.29	0.04	manual
201301.7	6.70270715553482e-14	3.704052858969359e-15	R	-13.195748565630325	5.303847442536452	20.88	0.06	manual
207118.7	5.2753374463229e-14	3.401135742036588e-15	R	-13.299748565630322	5.316219311545209	21.14	0.07	manual
43736.093	2.0429147556298206e-13	1.8815940250283194e-14	R	-12.711748565630325	4.640839984364018	19.67	0.1	manual
1016.093	4.386407698755651e-12	1.844824187829476e-13	g	-11.39139126878742	3.0069334594620734	16.83	0.01	manual
1016.093	3.894211862465735e-12	3.827815514684498e-14	r	-11.432755751000448	3.0069334594620734	16.68	0.01	manual
1016.093	3.5732802068147327e-12	9.863413331903027e-14	i	-11.464154678665144	3.0069334594620734	16.56	0.01	manual
1016.093	3.5795935358909965e-12	1.8484385895229786e-13	z	-11.458976104200046	3.0069334594620734	16.38	0.01	manual
1016.093	1.3763405118718434e-12	1.3091658110950012e-13	J	-11.868465050423849	3.0069334594620734	16.22	0.02	manual
1016.093	7.920374636874791e-13	1.0817432259277877e-13	H	-12.105808201900606	3.0069334594620734	16.05	0.02	manual
1016.093	3.6895905033888665e-13	8.11412340142941e-14	K	-12.436084829396172	3.0069334594620734	16.08	0.14	manual
