time_sec	flux	flux_err	band	logF	logT	mag	mag_err
413.1	3.1724658356664374e-13	1.051714147942707e-13	u	-12.498603046132056	2.6160551949765862	19.96	0.34
3502.1	1.5754221740554754e-13	6.051870095726902e-14	u	-12.802603046132056	3.544328542897666	20.72	0.4
9900.0	1.559192801611581e-14	1.6518859305707251e-15	g'	-13.807100178910693	3.99563519459755	22.9	0.1
9900.0	2.5134637069345222e-14	2.317602571947907e-15	r'	-13.59972738136961	3.99563519459755	22.1	0.1
9900.0	3.2512591533966605e-14	3.1831223555211408e-15	i'	-13.487948412108162	3.99563519459755	21.6	0.1
9900.0	3.29462173747622e-14	3.710737472833007e-15	z'	-13.482194440480272	3.99563519459755	21.4	0.1
9900.0	3.247766287731099e-14	7.123487501847514e-15	J	-13.488415230539442	3.99563519459755	20.2	0.2
9900.0	1.5619201964902924e-14	3.94347482549343e-15	H	-13.80634115938912	3.99563519459755	20.2	0.2
3960.0	6.858852041012833e-14	6.317236185875174e-15	R	-13.163748565630323	3.597695185925512	20.8	0.1
5106.0	1.1804608489687475e-13	1.1557218729378404e-14	i'	-12.927948412108162	3.7080808104682315	20.2	0.1
-36522.0	8.166793752738404e-14	7.995641854668376e-15	i'	-13.087948412108162		20.6	0.1
