time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
413.1	1.1634252258916077e-12	3.8569076343941306e-13	u	-12.498603046132056	2.6160551949765862	19.96	0.34	manual
3502.1	5.777480337593948e-13	2.2193771967629909e-13	u	-12.802603046132056	3.544328542897666	20.72	0.4	manual
9900.0	3.7493499951769607e-14	3.972246728830867e-15	g'	-13.807100178910693	3.99563519459755	22.9	0.1	manual
9900.0	4.611959604840509e-14	4.2525736148123605e-15	r'	-13.59972738136961	3.99563519459755	22.1	0.1	manual
9900.0	5.1043943547407817e-14	4.9974213113700104e-15	i'	-13.487948412108162	3.99563519459755	21.6	0.1	manual
9900.0	4.6080128677030336e-14	5.190011899994558e-15	z'	-13.482194440480272	3.99563519459755	21.4	0.1	manual
9900.0	3.920845680900427e-14	8.599786046821449e-15	J	-13.488415230539442	3.99563519459755	20.2	0.2	manual
9900.0	1.7597804244130753e-14	4.443024565315708e-15	H	-13.80634115938912	3.99563519459755	20.2	0.2	manual
3960.0	1.2203426084124195e-13	1.1239770793903629e-14	R	-13.163748565630325	3.597695185925512	20.8	0.1	manual
5106.0	1.8532935730987722e-13	1.814454008598875e-14	i'	-12.927948412108162	3.708080810468232	20.2	0.1	manual
-36522.0	1.2821658920747482e-13	1.2552954784567156e-14	i'	-13.087948412108162	20.6	0.1		manual
