time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
86079.797	9.53039937213695e-15	8.989206692118436e-16	g	-14.087100178910694	4.934901234136861	23.6	0.1	manual
86079.797	5.1295264408570324e-14	4.72527441503808e-15	r	-13.33572738136961	4.934901234136861	21.44	0.1	manual
86079.797	1.081656481873182e-13	1.0059575365093497e-14	i	-12.99994841210816	4.934901234136861	20.38	0.1	manual
86079.797	1.3277716928519481e-13	1.2677914850016474e-14	z	-12.902194440480272	4.934901234136861	19.95	0.1	manual
86079.797	5.831727762908049e-14	6.0101509126610415e-15	J	-13.24841523053944	4.934901234136861	19.6	0.1	manual
86079.797	4.00552461596161e-14	4.5634538882494046e-15	H	-13.40634115938912	4.934901234136861	19.2	0.1	manual
86079.797	2.0352154639162242e-14	4.157270956087776e-15	K	-13.697443437928303	4.934901234136861	19.1	0.2	manual
6098.797	4.7833347576589164e-14	4.405614123114283e-15	R	-13.363748565630322	3.7852441779966495	21.3	0.1	manual
262659.797	7.581074694676233e-14	1.3964855664668706e-14	R	-13.163748565630325	5.41939360427748	20.8	0.2	manual
87709.797	4.362453147252805e-13	2.008983917149853e-13	R	-12.403748565630323	4.943048105856407	18.9	0.5	manual
87709.797	2.510329765691436e-13	6.936297476376402e-14	R	-12.643748565630323	4.943048105856407	19.5	0.3	manual
87709.797	1.246610485950585e-13	1.6074389641631326e-14	R	-12.947748565630324	4.943048105856407	20.26	0.14	manual
