time_sec	flux	flux_err	band	logF	logT	mag	mag_err
86079.797	8.182760142534992e-15	7.718094421974087e-16	g	-14.087100178910694	4.934901234136861	23.6	0.1
86079.797	4.6160724723997144e-14	4.2522851579545795e-15	r	-13.33572738136961	4.934901234136861	21.44	0.1
86079.797	1.000118792566007e-13	9.301262033248396e-15	i	-12.99994841210816	4.934901234136861	20.38	0.1
86079.797	1.25258024947568e-13	1.1959967087079449e-14	z	-12.902194440480272	4.934901234136861	19.95	0.1
86079.797	5.643970946403378e-14	5.816649630030666e-15	J	-13.248415230539441	4.934901234136861	19.6	0.1
86079.797	3.923366148664746e-14	4.469851573200724e-15	H	-13.40634115938912	4.934901234136861	19.2	0.1
86079.797	2.007042468167131e-14	4.099722859067955e-15	K	-13.697443437928305	4.934901234136861	19.1	0.2
6098.797	4.327643069980018e-14	3.985906568293991e-15	R	-13.363748565630322	3.7852441779966495	21.3	0.1
262659.797	6.858852041012833e-14	1.2634472371750348e-14	R	-13.163748565630323	5.41939360427748	20.8	0.2
87709.797	3.9468573886852617e-13	1.8175949974720177e-13	R	-12.403748565630323	4.943048105856407	18.9	0.5
87709.797	2.271179368423741e-13	6.275500508697764e-14	R	-12.643748565630323	4.943048105856407	19.5	0.3
87709.797	1.1278502349956505e-13	1.454303837409257e-14	R	-12.947748565630324	4.943048105856407	20.26	0.14
