time_sec	mag	mag_err	band	source
77759.0	16.96214440304041	0.04	R	manual
78622.0	17.323936065733434	0.05	I	manual
904952.0	23.392144403040408	0.24	R	manual
1161474.0	23.42214440304041	0.2	R	manual
54992.0	17.34914440304041	0.058	R	manual
59165.0	17.636144403040408	0.074	R	manual
63528.0	17.672144403040406	0.118	R	manual
39456.0	16.69214440304041	0.06	R	manual
41856.0	16.76214440304041	0.07	R	manual
44496.0	16.952144403040407	0.08	R	manual
614.0	18.163936065733434	0.2	I	manual
1540.0	18.863936065733437	0.4	I	manual
20160.0	16.860319485127924	0.06	g	manual
20160.0	15.710020281255243	0.05	Rc	manual
20160.0	16.06440337252617	0.04	Ic	manual
131802.0	18.792144403040407	0.1	R	manual
135780.0	18.99214440304041	0.1	R	manual
166550.0	19.72707236558199	0.04	r	manual
252244.0	20.57707236558199	0.08	r	manual
52415.0	16.892144403040408	0.06	R	manual
52595.0	17.292144403040407	0.08	R	manual
208067.0	19.932144403040407	0.05	R	manual
291478.0	20.412144403040408	0.06	R	manual
379796.0	21.342144403040407	0.07	R	manual
463915.0	21.592144403040407	0.12	R	manual
307.0	14.180083044946194	0.03	u	manual
48213.0	17.152144403040406	0.12	R	manual
49488.0	17.676486838698384	0.25	V	manual
50770.0	17.152144403040406	0.09	R	manual
52044.0	17.606486838698384	0.1	V	manual
26615.0	16.292144403040407	0.1	R	manual
25536.0	18.792144403040407	0.1	R	manual
20736.0	16.092144403040407	0.1	R	manual
150602.0	19.65214440304041	0.12	R	manual
64583.0	21.55404131186008	0.2	B	manual
65411.0	20.69214440304041	0.1	R	manual
65807.0	19.263936065733432	0.1	I	manual
60911.0	18.230120046913623	0.1	J	manual
62567.0	18.31907461363077	0.1	H	manual
63359.0	17.21282969558239	0.2	K	manual
