time_sec	flux	flux_err	band	source
619.598218977451	6.61325275720885e-12	8.815102588666119e-13	v	uvot
693.403828978539	2.8082723237414134e-12	3.688337616014838e-13	u	uvot
1120.6867389679	2.4481666413628278e-12	3.463818752381347e-13	u	uvot
1219.6956089735	3.343404136619494e-12	6.626140116359081e-13	v	uvot
1293.75350898504	1.631286268431515e-12	2.898792952911657e-13	u	uvot
1393.33697897196	3.3216872762292605e-12	6.56878733429295e-13	v	uvot
1466.83903896809	1.3099416311276765e-12	2.640948695415012e-13	u	uvot
5886.02197998762	4.898637432397676e-13	6.94196354678181e-14	b	uvot
7116.37437999249	2.600597911926868e-13	5.379157029187128e-14	u	uvot
27887.0	2.7013743351433414e-14	1.0266535976409836e-14	J	manual
27887.0	6.27777230130875e-14	6.603522098488654e-15	z	manual
27887.0	6.195146600715796e-14	5.929291217002961e-15	i	manual
27887.0	6.313535381540579e-14	5.8190200572790164e-15	r	manual
27887.0	5.162972610052255e-14	9.743689546379474e-15	g	manual
27887.0	1.7126114395672853e-06	6.721702610804346e-07	H	manual
