time_sec	flux	flux_err	band	source
619.598218977451	6.998493457293581e-12	9.328607276487809e-13	v	uvot
693.403828978539	3.080174422663844e-12	4.0454492575214873e-13	u	uvot
1120.6867389679	2.6852026448411445e-12	3.7991920639712264e-13	u	uvot
1219.6956089735	3.538166895211091e-12	7.012131541607895e-13	v	uvot
1293.75350898504	1.7892304095961916e-12	3.1794594258796846e-13	u	uvot
1393.33697897196	3.515184966206739e-12	6.951437797578548e-13	v	uvot
1466.83903896809	1.436772592626083e-12	2.896650212450622e-13	u	uvot
5886.02197998762	5.283727942313496e-13	7.487683518700366e-14	b	uvot
7116.37437999249	2.852392591783321e-13	5.899976920585952e-14	u	uvot
27887.0	2.737802060486842e-14	1.0404979045151725e-14	J	manual
27887.0	6.429369010273673e-14	6.762985068736766e-15	z	manual
27887.0	6.39710551277142e-14	6.122583366588013e-15	i	manual
27887.0	6.592055012675428e-14	6.075724300143997e-15	r	manual
27887.0	5.4954165483680935e-14	1.0371085965298781e-14	g	manual
27887.0	1.727200846849479e-06	6.778963501834939e-07	H	manual
