Time		Flux			Flux_err		Band
43.2		1.557699e-11		3.115398e-12		R
1313.28		9.516351663725399e-12	2.85490549912095e-13	I
1486.08		3.66845791447707e-12	1.1005373743435499e-13	R
10972.8		5.9493631950198e-13	8.924044792529701e-14	I
11318.4		3.7885278348449997e-13	8.7136140201435e-14	I
11404.8		5.2296242092317e-13	4.3928843357492996e-14	I
11750.4		5.2780133262438e-13	6.3336159915192e-14	I
12441.6		2.15022318858633e-13	4.3004463771555005e-14	R
12787.2		2.4461525699496597e-13	3.1799983409337e-14	R
13305.6		1.45262757682e-13	1.3073648191366e-14	i
13651.2		5.5267584309117e-13	7.1847859601952e-14	I
13737.6		2.15022318858633e-13	2.15022318858633e-14	R
14169.6		3.29966980368354e-13	5.279471685891e-14	I
14428.8		3.6852799335308997e-13	3.31675194019113e-14	I
18748.8		1.4739526800226798e-13	6.927577596096301e-14	R
20044.8		1.54341792972939e-13	4.6302537891753e-15	R
20044.8		9.686219013687999e-14	1.9372438027319997e-15	i
22291.2		2.90048405554368e-13	2.6104356499879798e-14	I
24796.8		1.69232410748115e-13	1.8615565182314102e-14	R
7302.4		2.28281376399381e-13	2.96765789319162e-14	I
29462.4		1.8987617850658198e-13	4.1772759271488e-14	I
191808.0	2.6575628312676298e-14	3.18907539751944e-15	R
191808.0	1.4261141355159998e-14	1.2835027219643999e-15	i
221184.0	4.1350764292823694e-14	6.6161222868741e-15	R
278208.0	1.7079829896558e-14	2.3911761855138303e-15	R
278208.0	1.0331283629394e-14	1.0331283629394e-15	i
