time_sec	mag	mag_err	band	source
20101.7	20.15889347411427	0.09898	r	nissim
20202.3	20.12466247411427	0.088574	r	nissim
20295.3	20.14219447411427	0.089227	r	nissim
20398.4	20.04967047411427	0.093168	r	nissim
20491.7	20.04618047411427	0.091557	r	nissim
20595.4	20.09406847411427	0.08638	r	nissim
20701.9	19.93491047411427	0.074018	r	nissim
20808.0	20.05700147411427	0.094779	r	nissim
20904.3	19.94509747411427	0.083002	r	nissim
21024.5	20.12490647411427	0.094746	r	nissim
21127.3	20.04155647411427	0.086473	r	nissim
21230.8	20.12954947411427	0.097032	r	nissim
21333.1	19.96680247411427	0.087934	r	nissim
21459.7	19.89164447411427	0.078483	r	nissim
21553.0	20.16357947411427	0.095812	r	nissim
21653.8	20.12191447411427	0.109975	r	nissim
20877.75	20.05952747411427	0.023312	r	nissim
20101.8	19.224800827153622	0.052834	i	nissim
20202.3	19.393369827153624	0.05715	i	nissim
20295.4	19.312492827153623	0.052768	i	nissim
20398.4	19.177497827153623	0.051588	i	nissim
20491.8	19.290201827153624	0.055824	i	nissim
20595.5	19.301455827153625	0.050644	i	nissim
20702.0	19.362601827153625	0.055682	i	nissim
20808.1	19.331541827153625	0.058586	i	nissim
20904.4	19.223427827153625	0.050686	i	nissim
21024.6	19.341909827153625	0.055985	i	nissim
21127.4	19.346290827153624	0.056062	i	nissim
21230.9	19.292313827153624	0.055917	i	nissim
21333.2	19.272022827153624	0.056015	i	nissim
21459.8	19.434001827153622	0.063624	i	nissim
21553.1	19.359263827153622	0.057547	i	nissim
21653.8	19.284606827153624	0.061785	i	nissim
20877.8	19.320703827153626	0.014854	i	nissim
20108.05	18.630996518077165	0.10483	Z	nissim
20406.05	18.762519518077166	0.11472	Z	nissim
20501.05	18.79227151807717	0.118925	Z	nissim
20817.05	18.839045518077167	0.12809	Z	nissim
20916.05	18.683275518077167	0.10946	Z	nissim
21242.05	18.888868518077167	0.139852	Z	nissim
21342.1	18.840951518077166	0.123425	Z	nissim
20886.6	18.803299518077168	0.05126	Z	nissim
20603.05	18.52959587816757	0.197794	Y	nissim
20886.6	18.514839878167567	0.075928	Y	nissim
20406.05	17.976783549736112	0.159064	J	nissim
20890.6	18.246196549736112	0.070825	J	nissim
20890.6	17.776220445460527	0.076968	H	nissim
