time,mag,err,band,gcn
Mar 18 16:39:16 UT - 3;279s after the BAT trigger ,18.4,0,V,3115
34 ksec after the trigger,22,0, UVW2 ,3123
34 ksec after the trigger,22.1,0, UVM2 ,3123
34 ksec after the trigger,21.5,0, UVW1 ,3123
34 ksec after the trigger,20.5,0, U ,3123
34 ksec after the trigger,20,0, B ,3123
34 ksec after the trigger,19.7,0, V ,3123
