time_sec,flux,flux_err,band,source
3744.0,3.6837883174396715e-13,1.6964472130964407e-14,R,18501
28379.0,4.8943691663066396e-14,3.606763740123178e-15,r',18507
37818.0,4.761364273768128e-14,2.1934138056186152e-15,r,18512
2661.0,2.829772205016269e-13,2.397175763421701e-15,v_swift,18517
4939.0,5.3426067114301604e-14,1.0380775373406506e-15,b_swift,18517
4753.0,2.1273938911601406e-14,6.375781210287645e-16,u_swift,18517
2890.5,1.1063778718254543e-14,4.815792100157501e-16,uvw1_swift,18517
5061.0,1.742649072090551e-14,9.13765372812348e-16,uvm2_swift,18517
4651.0,1.0828192792155635e-14,6.077923705601604e-16,uvw2_swift,18517
14360.0,4.7351972828263277e-14,1.3089471195728851e-14,v,18529
48960.0,7.757052373070955e-14,9.122043103644055e-17,r',18520
296460.0,4.2631578066785935e-15,5.0473839785491e-18,r,18543
