T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
205.	-9.	-9.	30.	18.04	0.28	RC	FTN	melandri10
593.	-9.	-9.	30.	16.28	0.16	RC	FTN	melandri10
883.	-9.	-9.	60.	16.07	0.1	RC	FTN	melandri10
1310.	-9.	-9.	120.	15.67	0.1	RC	FTN	melandri10
1930.	-9.	-9.	180.	16.02	0.11	RC	FTN	melandri10
5360.	-9.	-9.	30.	17.62	0.2	RC	FTN	melandri10
5740.	-9.	-9.	30.	17.47	0.17	RC	FTN	melandri10
6030.	-9.	-9.	60.	16.92	0.13	RC	FTN	melandri10
6460.	-9.	-9.	120.	17.51	0.11	RC	FTN	melandri10
7070.	-9.	-9.	180.	17.78	0.14	RC	FTN	melandri10
7630.	-9.	-9.	120.	18.2	0.22	RC	FTN	melandri10
8280.	-9.	-9.	180.	17.99	0.18	RC	FTN	melandri10
12300.	-9.	-9.	300.	18.14	0.1	RC	FTN	melandri10
12600.	-9.	-9.	300.	18.23	0.1	RC	FTN	melandri10
12900.	-9.	-9.	300.	18.49	0.12	RC	FTN	melandri10
13300.	-9.	-9.	300.	18.43	0.1	RC	FTN	melandri10
13600.	-9.	-9.	300.	18.37	0.12	RC	FTN	melandri10
13900.	-9.	-9.	300.	17.53	0.15	RC	FTN	melandri10
18400.	-9.	-9.	900.	17.4	0.1	RC	FTN	melandri10
19400.	-9.	-9.	900.	17.27	0.15	RC	FTN	melandri10
84500.	-9.	-9.	1800.	19.85	0.11	RC	FTN	melandri10
5.18e6	-9.	-9.	600.	21.58	0.15	RC	FTN	melandri10
5.18e6	-9.	-9.	600.	21.63	0.13	RC	FTN	melandri10
5.18e6	-9.	-9.	600.	21.75	0.15	RC	FTN	melandri10
7.87e6	-9.	-9.	1200.	21.4	0.64	RC	FTN	melandri10
49700.	-9.	-9.	1800.	19.73	0.1	rr	LT	melandri10
59000.	-9.	-9.	3600.	18.65	0.11	rr	LT	melandri10
72000.	-9.	-9.	1800.	19.6	0.23	rr	LT	melandri10
150000.	-9.	-9.	7200.	20.76	0.11	rr	LT	melandri10
236000.	-9.	-9.	7200.	21.47	0.1	rr	LT	melandri10
1.62e6	-9.	-9.	600.	21.62	0.21	rr	LT	melandri10
290000.	-9.	-9.	1800.	21.64	0.2	RC	FTS	melandri10
375000.	-9.	-9.	1800.	21.44	0.15	RC	FTS	melandri10
56100.	-9.	-9.	600.	19.31	0.12	RC	IAC80	melandri10
70000.	-9.	-9.	1380.	19.74	0.26	RC	IAC80	melandri10
582000.	-9.	-9.	13800.	23.7	100.	RJ	CAHA1.23	melandri10
670000.	-9.	-9.	9600.	23.5	100.	RJ	CAHA1.23	melandri10
69100.	-9.	-9.	1080.	15.33	0.25	KS	NOT	melandri10
438.	-9.	-9.	10.	16.11	0.1	ii	FTN	melandri10
680.	-9.	-9.	30.	15.66	0.08	ii	FTN	melandri10
1000.	-9.	-9.	60.	15.31	0.08	ii	FTN	melandri10
1500.	-9.	-9.	120.	15.4	0.05	ii	FTN	melandri10
1570.	-9.	-9.	180.	15.68	0.05	ii	FTN	melandri10
5580.	-9.	-9.	10.	17.03	0.17	ii	FTN	melandri10
5830.	-9.	-9.	30.	16.79	0.1	ii	FTN	melandri10
6150.	-9.	-9.	60.	16.65	0.08	ii	FTN	melandri10
6630.	-9.	-9.	120.	17.09	0.09	ii	FTN	melandri10
7300.	-9.	-9.	180.	17.43	0.13	ii	FTN	melandri10
7850.	-9.	-9.	120.	17.1	0.11	ii	FTN	melandri10
8520.	-9.	-9.	180.	17.18	0.1	ii	FTN	melandri10
10200.	-9.	-9.	900.	17.21	0.1	ii	FTN	melandri10
11200.	-9.	-9.	900.	17.78	0.13	ii	FTN	melandri10
20200.	-9.	-9.	300.	17.21	0.15	ii	FTN	melandri10
21200.	-9.	-9.	1500.	17.26	0.16	ii	FTN	melandri10
5.18e6	-9.	-9.	600.	20.94	0.22	ii	FTN	melandri10
7.94e6	-9.	-9.	1800.	21.12	0.1	ii	FTN	melandri10
51900.	-9.	-9.	900.	19.01	0.11	ii	LT	melandri10
52900.	-9.	-9.	900.	18.73	0.08	ii	LT	melandri10
60600.	-9.	-9.	1800.	19.29	0.25	ii	LT	melandri10
69400.	-9.	-9.	900.	18.86	0.05	ii	LT	melandri10
70200.	-9.	-9.	900.	18.84	0.07	ii	LT	melandri10
146000.	-9.	-9.	7200.	20.25	0.07	ii	LT	melandri10
232000.	-9.	-9.	7200.	20.43	0.08	ii	LT	melandri10
1.62e6	-9.	-9.	600.	21.09	0.15	ii	LT	melandri10
292000.	-9.	-9.	1800.	21.23	0.18	ii	FTS	melandri10
377000.	-9.	-9.	1800.	21.1	0.2	ii	FTS	melandri10
48700.	-9.	-9.	900.	18.75	0.17	IC	OSN	melandri10
49700.	-9.	-9.	900.	18.62	0.1	IC	OSN	melandri10
50700.	-9.	-9.	900.	18.64	0.1	IC	OSN	melandri10
51300.	-9.	-9.	900.	18.88	0.12	IC	OSN	melandri10
52100.	-9.	-9.	800.	18.32	0.15	IC	OSN	melandri10
72200.	-9.	-9.	400.	19.23	0.15	IC	OSN	melandri10
134000.	-9.	-9.	1000.	20.15	0.15	IC	OSN	melandri10
113000.	-9.	-9.	10300.	19.77	0.26	IC	MITSuME	melandri10
70400.	-9.	-9.	540.	17.45	0.2	J	NOT	melandri10
498000.	-9.	-9.	3600.	19.27	0.12	J	CAHA3.5	melandri10
-9.	-9.	3390.	1880.	14.7	0.1	J	PAIRITEL	GCN8995
-9.	-9.	3390.	1880.	13.8	0.1	H	PAIRITEL	GCN8995
-9.	-9.	3390.	1880.	12.8	0.1	KS	PAIRITEL	GCN8995
-9.	-9.	8290.	2330.	15.6	0.1	J	PAIRITEL	GCN8995
-9.	-9.	8290.	2330.	14.6	0.1	H	PAIRITEL	GCN8995
-9.	-9.	8290.	2330.	13.8	0.1	KS	PAIRITEL	GCN8995
-9.	-9.	12600.	1860.	15.9	0.1	J	PAIRITEL	GCN8995
-9.	-9.	12600.	1860.	15.4	0.1	H	PAIRITEL	GCN8995
-9.	-9.	12600.	1860.	14.1	0.1	KS	PAIRITEL	GCN8995
72300.	-9.	-9.	60.	21.62	0.08	gg	Gemini-S	GCN8997
72300.	-9.	-9.	60.	19.5	0.05	ii	Gemini-S	GCN8997
72300.	-9.	-9.	60.	19.03	0.05	zz	Gemini-S	GCN8997
-9.	-9.	69600.	2160.	19.7	0.04	RC	CTIO1.3m	GCN9008
-9.	-9.	78500.	2160.	19.9	0.04	RC	CTIO1.3m	GCN9008
-9.	-9.	163000.	2160.	21.57	0.12	RC	CTIO1.3m	GCN9008
-9.	-9.	331000.	2160.	22.5	100.	RC	CTIO1.3m	GCN9008
-9.	-9.	69600.	1800.	17.38	0.15	J	CTIO1.3m	GCN9008
-9.	-9.	78500.	1800.	17.62	0.15	J	CTIO1.3m	GCN9008
-9.	-9.	163000.	1800.	18.91	0.16	J	CTIO1.3m	GCN9008
-9.	-9.	331000.	1800.	19.8	100.	J	CTIO1.3m	GCN9008
-9.	-9.	600.	-9.	14.	0.1	J	GROND	GCN8983
-9.	-9.	600.	-9.	13.1	0.1	H	GROND	GCN8983
-9.	-9.	600.	-9.	12.3	0.1	KS	GROND	GCN8983
104.	-9.	-9.	60.	15.3	100.	RC	TAROT	GCN8998
186.	-9.	-9.	216.	16.6	100.	RC	TAROT	GCN8998
186.	-9.	-9.	412.	17.1	0.01	RC	TAROT	GCN8998
-9.	-9.	4090.	360.	16.5	0.3	CR	Gras-04	GCN8993
-9.	-9.	4890.	300.	16.7	0.3	CR	Gras-04	GCN8993
-9.	-9.	4610.	600.	16.9	0.3	CR	Gras-04	GCN8993
63400.	-9.	-9.	4460.	23.2	0.01	white	Zadko	GCN8976
