T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	385.	387.	15.03	0.04	v	UVOT	ziaeepour08
-9.	-9.	728.	19.	16.	0.16	v	UVOT	ziaeepour08
-9.	-9.	1060.	392.	16.78	0.05	v	UVOT	ziaeepour08
-9.	-9.	1410.	19.	16.83	0.22	v	UVOT	ziaeepour08
-9.	-9.	1570.	19.	16.81	0.21	v	UVOT	ziaeepour08
-9.	-9.	1720.	19.	16.95	0.23	v	UVOT	ziaeepour08
-9.	-9.	1880.	19.	17.18	0.27	v	UVOT	ziaeepour08
-9.	-9.	2040.	19.	17.36	0.29	v	UVOT	ziaeepour08
-9.	-9.	2200.	19.	16.58	0.2	v	UVOT	ziaeepour08
-9.	-9.	6560.	195.	18.53	0.17	v	UVOT	ziaeepour08
-9.	-9.	7950.	127.	18.79	0.36	v	UVOT	ziaeepour08
-9.	-9.	18400.	871.	19.9	0.22	v	UVOT	ziaeepour08
-9.	-9.	110000.	15600.	22.17	100.	v	UVOT	ziaeepour08
-9.	-9.	197000.	22500.	22.35	100.	v	UVOT	ziaeepour08
-9.	-9.	675.	10.	16.7	0.2	b	UVOT	ziaeepour08
-9.	-9.	817.	10.	17.26	0.2	b	UVOT	ziaeepour08
-9.	-9.	1510.	19.	17.77	0.2	b	UVOT	ziaeepour08
-9.	-9.	1670.	19.	17.69	0.19	b	UVOT	ziaeepour08
-9.	-9.	1820.	19.	17.65	0.2	b	UVOT	ziaeepour08
-9.	-9.	1980.	19.	17.59	0.17	b	UVOT	ziaeepour08
-9.	-9.	2140.	19.	18.08	0.28	b	UVOT	ziaeepour08
-9.	-9.	5940.	195.	18.99	0.12	b	UVOT	ziaeepour08
-9.	-9.	7370.	193.	19.62	0.2	b	UVOT	ziaeepour08
-9.	-9.	21700.	2660.	20.13	0.08	b	UVOT	ziaeepour08
-9.	-9.	654.	19.	18.11	0.33	u	UVOT	ziaeepour08
-9.	-9.	1460.	117.	19.21	0.28	u	UVOT	ziaeepour08
-9.	-9.	24600.	5270.	21.72	0.32	u	UVOT	ziaeepour08
-9.	-9.	284000.	1810.	21.65	100.	u	UVOT	ziaeepour08
-9.	-9.	132.	97.	15.52	0.06	white	UVOT	ziaeepour08
-9.	-9.	686.	10.	16.31	0.24	white	UVOT	ziaeepour08
-9.	-9.	833.	10.	16.7	0.18	white	UVOT	ziaeepour08
-9.	-9.	1320.	94.	17.28	0.08	white	UVOT	ziaeepour08
-9.	-9.	1530.	10.	17.49	0.2	white	UVOT	ziaeepour08
-9.	-9.	1680.	10.	17.37	0.29	white	UVOT	ziaeepour08
-9.	-9.	1840.	10.	17.71	0.29	white	UVOT	ziaeepour08
-9.	-9.	2000.	10.	17.23	0.41	white	UVOT	ziaeepour08
-9.	-9.	2150.	10.	17.45	0.51	white	UVOT	ziaeepour08
-9.	-9.	6150.	188.	18.72	0.1	white	UVOT	ziaeepour08
-9.	-9.	7580.	195.	19.13	0.13	white	UVOT	ziaeepour08
-9.	-9.	36600.	747.	21.48	100.	white	UVOT	ziaeepour08
-9.	-9.	24200.	4920.	22.06	100.	uvw1	UVOT	ziaeepour08
-9.	-9.	284000.	3380.	22.	100.	uvw1	UVOT	ziaeepour08
-9.	-9.	23700.	3740.	22.26	100.	uvm2	UVOT	ziaeepour08
-9.	-9.	284000.	5540.	22.64	100.	uvm2	UVOT	ziaeepour08
-9.	-9.	9300.	1420.	21.16	100.	uvw2	UVOT	ziaeepour08
-9.	-9.	285000.	7090.	22.16	100.	uvw2	UVOT	ziaeepour08
84.6	-9.	-9.	15.	16.61	100.	BB	PROMPT	nysewander09
116.	-9.	-9.	20.	16.44	0.1	BB	PROMPT	nysewander09
147.	-9.	-9.	20.	15.69	0.07	BB	PROMPT	nysewander09
178.	-9.	-9.	20.	15.47	0.06	BB	PROMPT	nysewander09
209.	-9.	-9.	20.	15.63	0.07	BB	PROMPT	nysewander09
252.	-9.	-9.	40.	15.59	0.04	BB	PROMPT	nysewander09
302.	-9.	-9.	40.	15.84	0.05	BB	PROMPT	nysewander09
353.	-9.	-9.	40.	16.03	0.06	BB	PROMPT	nysewander09
403.	-9.	-9.	40.	16.21	0.07	BB	PROMPT	nysewander09
474.	-9.	-9.	80.	16.51	0.09	BB	PROMPT	nysewander09
572.	-9.	-9.	80.	16.55	0.05	BB	PROMPT	nysewander09
670.	-9.	-9.	80.	16.86	0.06	BB	PROMPT	nysewander09
768.	-9.	-9.	80.	17.16	0.11	BB	PROMPT	nysewander09
863.	-9.	-9.	80.	17.25	0.12	BB	PROMPT	nysewander09
