Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           132.0    -9.0000    97.0000 white   15.520   0.0600  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0           686.0    -9.0000    10.0000 white   16.310   0.2400  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0           833.0    -9.0000    10.0000 white   16.700   0.1800  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          1324.0    -9.0000    94.0000 white   17.280   0.0800  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          1529.0    -9.0000    10.0000 white   17.490   0.2000  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          1682.0    -9.0000    10.0000 white   17.370   0.2900  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          1840.0    -9.0000    10.0000 white   17.710   0.2900  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          1999.0    -9.0000    10.0000 white   17.230   0.4100  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          2152.0    -9.0000    10.0000 white   17.450   0.5100  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          6149.0    -9.0000   188.0000 white   18.720   0.1000  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0          7578.0    -9.0000   195.0000 white   19.130   0.1300  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 0 NNN  0.130  0.000 0. 0
           -9.0            -9.0         36560.0    -9.0000   747.0000 white   21.480 100.0000  -9.0000  -9.0000  -9.0000 UVOT ziaeepour08 1 NNN  0.130  0.000 0. 0
