Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
          298.3            -9.0            -9.0    -9.000    60.000 RC   16.760   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
          555.9            -9.0            -9.0    -9.000    60.000 RC   17.040   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
          813.0            -9.0            -9.0    -9.000    60.000 RC   17.050   0.2000  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         1100.3            -9.0            -9.0    -9.000   120.000 RC   16.960   0.0500  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         1361.8            -9.0            -9.0    -9.000    60.000 RC   16.910   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         1619.3            -9.0            -9.0    -9.000    60.000 RC   16.960   0.0800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         1906.4            -9.0            -9.0    -9.000   120.000 RC   16.980   0.0400  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         2489.8            -9.0            -9.0    -9.000   120.000 RC   17.150   0.0700  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
         3072.8            -9.0            -9.0    -9.000   120.000 RC   17.300   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        83870.0            -9.0            -9.0    -9.000   540.000 RC   21.360   0.1000  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        85110.0            -9.0            -9.0    -9.000   540.000 RC   21.310   0.1100  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        86340.0            -9.0            -9.0    -9.000   540.000 RC   21.170   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        87580.0            -9.0            -9.0    -9.000   540.000 RC   21.310   0.0900  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        89440.0            -9.0            -9.0    -9.000  1080.000 RC   21.390   0.0600  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        91900.0            -9.0            -9.0    -9.000  1080.000 RC   21.370   0.0800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
        94370.0            -9.0            -9.0    -9.000  1080.000 RC   21.370   0.0800  -9.0000  -9.0000  -9.0000 P60 cenko09 0 SDSS  0.000  0.000 0 nnn
           -9.0            -9.0         23508.0    -9.000  3600.000 RC   19.700   0.3000  -9.0000  -9.0000  -9.0000 MITSuME GCN7410 0 USNOB1.0  0.000  0.000 0 nnn
           -9.0            -9.0         28009.0    -9.000  3600.000 RC   20.200   0.2000  -9.0000  -9.0000  -9.0000 MITSuME GCN7410 0 USNOB1.0  0.000  0.000 0 nnn
           -9.0            -9.0         32508.0    -9.000  3600.000 RC   20.400   0.2000  -9.0000  -9.0000  -9.0000 MITSuME GCN7410 0 USNOB1.0  0.000  0.000 0 nnn
           -9.0            -9.0         37006.0    -9.000  3600.000 RC   20.500   0.1000  -9.0000  -9.0000  -9.0000 MITSuME GCN7410 0 USNOB1.0  0.000  0.000 0 nnn
           -9.0            -9.0         40747.0    -9.000  2520.000 RC   20.300   0.1000  -9.0000  -9.0000  -9.0000 MITSuME GCN7410 0 USNOB1.0  0.000  0.000 0 nnn
         2146.0            -9.0            -9.0     0.001    -9.000 RC   17.190   0.0600  -9.0000  -9.0000  -9.0000 SMARTS kann10 0 NNN  0.000  0.000 0 nnn
        74745.0            -9.0            -9.0     0.001    -9.000 RC   21.200 100.0000  -9.0000  -9.0000  -9.0000 SMARTS kann10 1 NNN  0.000  0.000 0 nnn
