time_sec	flux	flux_err	band	source
62568.0	3.267581045493928e-14	9.939829834527463e-15	r	manual
62568.0	3.882453985448695e-14	7.403334420739467e-15	i	manual
62568.0	3.7057900857780036e-14	9.223532291706263e-15	Z	manual
62568.0	2.477699520494674e-14	9.051915244912635e-15	Y	manual
62568.0	1.7642525173067848e-14	6.868622105662755e-15	J	manual
62568.0	9.995823983123044e-15	5.200803460937855e-15	H	manual
2700.0	1.9814493034486594e-13	1.8249822514577274e-14	R	manual
156330.0	1.8122844670048247e-14	1.8498637860611668e-15	r	manual
156330.0	2.0754215276196e-14	2.6044469727022944e-15	i	manual
156330.0	1.6028054670114013e-14	3.214902864148924e-15	Z	manual
156330.0	1.2417913684363424e-14	3.595714948459061e-15	Y	manual
46236.0	2.1390767540768868e-13	2.1834323998328272e-14	r'	manual
12173.0	4.2288898006790236e-14	7.807622149271366e-15	r'	manual
12173.0	4.798509038781731e-14	5.241232750792312e-15	i'	manual
12173.0	4.8417694027308025e-14	9.084157184346853e-15	z'	manual
