z=   5.4000002e-01 0.
TotalEnergy(erg)    4.7015649837790965e-03    8.3699842774485872e-05
Energy1(erg)    9.3119531896606958e+01    1.1091619716736380e+01
Energy2(erg)   -6.0243573405716710e+01    1.0781560862570764e+01
Energy3(erg)    5.6105200555464569e+02    1.7617679354607930e+01
Energy4(erg)    1.4262002290940222e+03    3.1076538042283619e+01
T_min_T_max    4.5194806314314962e+02    4.3012338727786043e+05
Interval1    4.5194806314314962e+02    4.5767523329452342e+03
Interval2    4.5767523329452342e+03    1.7430000000000000e+03
Interval3    1.7430000000000000e+03    3.7554296375796752e+04
Interval4    3.7554296375796752e+04    4.3012338727786043e+05
