T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
25.4	35.4	-9.	10.	15.96	100.	RC	RAPTOR	wozniak05
35.3	45.3	-9.	10.	16.32	0.05	RC	RAPTOR	wozniak05
60.3	70.3	-9.	10.	16.53	0.05	RC	RAPTOR	wozniak05
85.3	95.3	-9.	10.	16.72	0.06	RC	RAPTOR	wozniak05
110.	120.	-9.	10.	16.82	0.06	RC	RAPTOR	wozniak05
135.	145.	-9.	10.	16.66	0.05	RC	RAPTOR	wozniak05
160.	170.	-9.	10.	16.87	0.06	RC	RAPTOR	wozniak05
186.	196.	-9.	10.	17.16	0.08	RC	RAPTOR	wozniak05
210.	220.	-9.	10.	17.02	0.08	RC	RAPTOR	wozniak05
235.	245.	-9.	10.	17.08	0.1	RC	RAPTOR	wozniak05
260.	270.	-9.	10.	17.01	0.09	RC	RAPTOR	wozniak05
285.	315.	-9.	30.	17.13	0.06	RC	RAPTOR	wozniak05
330.	360.	-9.	30.	17.31	0.07	RC	RAPTOR	wozniak05
375.	405.	-9.	30.	17.18	0.05	RC	RAPTOR	wozniak05
420.	450.	-9.	30.	17.36	0.06	RC	RAPTOR	wozniak05
465.	495.	-9.	30.	17.14	0.05	RC	RAPTOR	wozniak05
510.	540.	-9.	30.	17.53	0.07	RC	RAPTOR	wozniak05
555.	585.	-9.	30.	17.7	0.07	RC	RAPTOR	wozniak05
600.	630.	-9.	30.	17.64	0.07	RC	RAPTOR	wozniak05
645.	675.	-9.	30.	17.68	0.07	RC	RAPTOR	wozniak05
690.	720.	-9.	30.	17.95	0.09	RC	RAPTOR	wozniak05
735.	765.	-9.	30.	17.92	0.09	RC	RAPTOR	wozniak05
780.	810.	-9.	30.	17.95	0.09	RC	RAPTOR	wozniak05
825.	855.	-9.	30.	17.95	0.09	RC	RAPTOR	wozniak05
870.	900.	-9.	30.	17.91	0.09	RC	RAPTOR	wozniak05
915.	945.	-9.	30.	18.11	0.1	RC	RAPTOR	wozniak05
960.	990.	-9.	30.	17.87	0.09	RC	RAPTOR	wozniak05
1010.	1040.	-9.	30.	18.24	0.12	RC	RAPTOR	wozniak05
1050.	1080.	-9.	30.	17.9	0.09	RC	RAPTOR	wozniak05
1100.	1130.	-9.	30.	18.02	0.09	RC	RAPTOR	wozniak05
1140.	1170.	-9.	30.	18.27	0.12	RC	RAPTOR	wozniak05
2440.	2650.	-9.	150.	19.	0.08	RC	RAPTOR	wozniak05
2670.	2920.	-9.	180.	19.11	0.1	RC	RAPTOR	wozniak05
164.	169.	-9.	5.	15.97	0.14	CR	ROTSE	quimby05
179.	184.	-9.	5.	16.31	0.19	CR	ROTSE	quimby05
193.	198.	-9.	5.	16.18	0.15	CR	ROTSE	quimby05
207.	212.	-9.	5.	16.31	0.16	CR	ROTSE	quimby05
222.	227.	-9.	5.	16.86	0.29	CR	ROTSE	quimby05
