Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)
           5203.9000               0.0010    1.7397289695805870e+46    1.9228195711329219e+45
           7293.0000               0.0010    1.4875843278587597e+46    1.2331042547421952e+45
          11512.8000               0.0010    1.1388895093701347e+46    1.2587472395213379e+45
          15069.9000               0.0010    1.0011095209952663e+46    1.4752895525493028e+45
          18907.8000               0.0010    9.5605216968988618e+45    6.1638963047928589e+44
          19612.8000               0.0010    7.1200261636325559e+45    1.7050245241193258e+45
          24037.3000               0.0010    1.1181024328442587e+46    1.2357725128429475e+45
          25755.8000               0.0010    1.0386795759487625e+46    9.5665927073102610e+44
          28598.4000               0.0010    9.5605216968988618e+45    7.0444529197632680e+44
          31525.2000             900.0000    1.0197215368646660e+46    1.3148775793347387e+45
          43027.2000               0.0010    7.0547493704311993e+45    4.5483651367838773e+44
          57196.8000               0.0010    4.9258545867122360e+45    7.2590077876084724e+44
