Tstart(s)          Tend(s)    ErrorTime(s)  Filter       Magnitude    ErrorMagnitude      Telescope           Reference
   5045.0    6141.0      -9.0 I 16.55  0.04 OHP GENDREetal(2011) 
   6563.0    7173.0      -9.0 I 16.97  0.04 OHP GENDREetal(2011) 
   7428.0    8145.0      -9.0 I 17.06  0.04 OHP GENDREetal(2011) 
  64602.0   65506.0      -9.0 I 20.34  0.09 T1M GENDREetal(2011) 
