	#Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (Jy)			beta	z
            170.0000               0.0010    9.9111204951318646e-04    1.9258976856839611e-04	0.796	3.96855
            299.0000               0.0010    1.1735833981628533e-03    5.0814383786006547e-04	0.796	3.96855
            383.0000               0.0010    1.0784955479870271e-03    4.6710281218694200e-04	0.796	3.96855
            468.0000               0.0010    2.3071676924456938e-03    6.2091850761144076e-04	0.796	3.96855
            552.0000               0.0010    2.5105863436600284e-03    6.7520001289609255e-04	0.796	3.96855
            637.0000               0.0010    1.3896491250610537e-03    4.8739555656045913e-04	0.796	3.96855
            721.0000               0.0010    1.6454957290963624e-03    5.7664721315770038e-04	0.796	3.96855
           1607.0000               0.0010    1.2832437502555227e-03    5.3770708746051692e-04	0.796	3.96855
           1643.8000               0.0010    1.3096919493959041e-03    1.2062708983633538e-05	0.796	3.96855
           1998.0000               0.0010    9.5595171330502564e-04    7.1479997392606424e-05	0.796	3.96855
           2256.0000               0.0010    9.9451641588273339e-04    4.4019921739762091e-04	0.796	3.96855
           2309.1000               0.0010    8.0655271008456622e-04    3.3564317474108640e-05	0.796	3.96855
           2677.0000               0.0010    1.0889470350150660e-03    2.0430889375674588e-04	0.796	3.96855
           2841.2000               0.0010    6.9785172099708179e-04    8.3921223387343737e-05	0.796	3.96855
           2916.0000               0.0010    9.6128453595699848e-04    3.7876021796803442e-04	0.796	3.96855
           2948.4000               0.0010    6.9369594178498965e-04    6.3891759224293909e-06	0.796	3.96855
           3125.8000               0.0010    8.1703517632214799e-04    9.1927926060781853e-05	0.796	3.96855
           3259.5000               0.0010    6.8264914987528039e-04    5.2195001383995672e-05	0.796	3.96855
           3428.2000               0.0010    6.4924520883511208e-04    3.9151751072681721e-05	0.796	3.96855
           3570.5000               0.0010    6.7779186755356909e-04    2.8522102197464310e-05	0.796	3.96855
           3672.0000               0.0010    5.8726856225103593e-04    2.5436216176857711e-04	0.796	3.96855
           3851.1000               0.0010    6.9853207684998512e-04    5.8788137025547213e-05	0.796	3.96855
           4201.2000               0.0010    7.0011463140227242e-04    6.4482942402485271e-06	0.796	3.96855
           4291.7000               0.0010    6.6106955036929118e-04    2.5049974337907624e-05	0.796	3.96855
           4512.3000               0.0010    7.0663696793457056e-04    5.3906899714130267e-05	0.796	3.96855
           4603.2000               0.0010    6.0243910258879344e-04    4.8582397650737903e-05	0.796	3.96855
           4708.0000               0.0010    8.1106181434902763e-04    3.3197027805547497e-04	0.796	3.96855
           4823.3000               0.0010    6.3961339940199198e-04    2.8530670254346825e-05	0.796	3.96855
           4871.1000               0.0010    5.8182175056707979e-04    4.7007222402415249e-05	0.796	3.96855
           5190.8000               0.0010    5.7218748234215335e-04    2.5713345707661282e-05	0.796	3.96855
           5450.0000               0.0010    5.6195294618931419e-04    2.5264025446731850e-05	0.796	3.96855
           5497.2000               0.0010    5.5612081735829130e-04    5.1220621632649592e-06	0.796	3.96855
           5844.0000               0.0010    2.9259274155707599e-04    1.5166266767449159e-04	0.796	3.96855
           5851.5000               0.0010    5.1785425847384638e-04    4.0311377237460725e-05	0.796	3.96855
           5899.2000               0.0010    4.7211864426562771e-04    3.8570437212744753e-05	0.796	3.96855
