time_sec	flux	flux_err	band	logF	logT	mag	mag_err
111513.0	8.155098814488632e-14	1.5073036707091858e-14	I	-13.088570772290517	5.047325499663653	20.14	0.2
111643.0	5.704944639068084e-14	1.3136120482274467e-14	R	-13.243748565630325	5.0478314980597	21.0	0.25
99290.0	1.0191812712913967e-13	1.220310833213831e-14	R	-12.991748565630322	4.996905510695666	20.37	0.13
100759.0	8.155098814488632e-14	7.612194365128203e-15	I	-13.088570772290517	5.003283848617292	20.14	0.1
90067.0	2.7305581792926964e-12	2.51493702367693e-13	R	-11.563748565630323	4.9545656972708585	16.8	0.1
24192.0	6.089879946584925e-13	2.5409019775317276e-14	g	-12.215391268787423	4.383671773821113	18.89	0.04
21528.0	5.385725927946494e-13	1.9861363378070463e-14	r	-12.268755751000448	4.333003684755698	18.77	0.04
23040.0	5.752350246883931e-13	2.7436823918910992e-14	i	-12.240154678665146	4.362482474751174	18.5	0.05
17617.0	9.209826194300958e-13	2.3751177524551086e-13	R	-12.035748565630323	4.2459319543386025	17.98	0.28
18169.0	8.170552678098795e-13	2.5586214205433493e-13	R	-12.087748565630323	4.259331024917654	18.11	0.34
18769.0	7.383315627584325e-13	1.8360769501021296e-13	R	-12.131748565630323	4.273441134312813	18.22	0.27
19505.0	7.116253892442188e-13	1.11423304888748e-13	R	-12.147748565630323	4.2901459546478105	18.26	0.17
21606.0	7.051011684599227e-13	9.091910461471609e-14	R	-12.151748565630323	4.334574371754929	18.27	0.14
23144.0	9.197187128478855e-13	1.7953282837243006e-13	B	-12.036344977151233	4.364438420639926	18.66	0.21
16513.0	1.0477349576328138e-12	8.684996021474634e-14	R	-11.979748565630324	4.217825980899852	17.84	0.09
15134.0	8.080332419152499e-13	6.809133617535944e-14	I	-12.092570772290516	4.179953729631548	17.65	0.09
19346.0	7.231764066338261e-13	5.995801873297657e-14	r	-12.140755751000448	4.286591183437326	18.45	0.09
19346.0	5.805576088391553e-13	5.925867458426027e-14	i	-12.236154678665145	4.286591183437326	18.49	0.11
23498.0	5.978727110798403e-13	2.991940074917271e-14	g	-12.223391268787424	4.3710308994663265	18.91	0.05
117588.0	7.45776563416727e-14	6.3521656331878966e-15	g	-13.127391268787424	5.070363003715498	21.17	0.09
23930.0	5.435559436398024e-13	2.0045138310735364e-14	r	-12.264755751000449	4.378942698613438	18.76	0.04
117933.0	5.049452009758268e-14	4.651453116717644e-15	r	-13.296755751000449	5.071635346338226	21.34	0.1
24362.0	5.01008762171079e-13	1.9478250156309458e-14	i	-12.300154678665145	4.386712938858596	18.65	0.04
118365.0	4.569254217123102e-14	3.8298631374770435e-15	i	-13.340154678665145	5.073223302437776	21.25	0.09
24794.0	4.624064632798839e-13	2.039462417637347e-14	z	-12.334976104200047	4.394346596868313	18.57	0.04
118797.0	7.816708125847151e-14	6.063440429626625e-15	z	-13.106976104200045	5.074805473474329	20.5	0.08
626.0	1.241657803985717e-11	1.152074344661207e-12	v	-10.905998077523003	2.7965743332104296	15.5	0.1
296.0	4.404089647876125e-11	2.1663792152324193e-12	u	-10.35614384928665	2.4712917110589387	14.54	0.03
700.0	2.5814050225613458e-11	1.968122455567149e-12	u	-10.58814384928665	2.845098040014257	15.12	0.07
675.0	4.792212347943256e-18	6.062321900964374e-19	w1	-17.319463946149472	2.829303772831025	15.19	0.12
1080.0	4.454506208210615e-18	1.0760467516999034e-18	m2	-17.351200431455407	3.03342375548695	16.25	0.25
1032.0	9.83276164187239e-19	2.827297125840505e-19	w2	-18.007324488537886	3.0136796972911926	17.64	0.3
112924.0	5.744394384756956e-14	8.465775698081198e-15	r	-13.24075575100045	5.052786253349838	21.2	0.16
