time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
111513.0	8.600414795369727e-14	1.5896112463592823e-14	I	-13.088570772290517	5.047325499663653	20.14	0.2	manual
111643.0	6.159265076197358e-14	1.4182231948250873e-14	R	-13.243748565630325	5.0478314980597	21.0	0.25	manual
99290.0	1.1003450528846769e-13	1.317491820279441e-14	R	-12.991748565630322	4.996905510695666	20.37	0.13	manual
100759.0	8.600414795369727e-14	8.027864595186252e-15	I	-13.088570772290517	5.003283848617292	20.14	0.1	manual
90067.0	2.9480096120599418e-12	2.7152171946929526e-13	R	-11.563748565630323	4.9545656972708585	16.8	0.1	manual
24192.0	6.843596044415812e-13	2.8553775895756e-14	g	-12.215391268787425	4.383671773821113	18.89	0.04	manual
21528.0	5.838501784681996e-13	2.1531100371699803e-14	r	-12.268755751000448	4.333003684755698	18.77	0.04	manual
23040.0	6.107965231458024e-13	2.913299075436594e-14	i	-12.240154678665146	4.362482474751174	18.5	0.05	manual
17617.0	9.94326227952175e-13	2.5642632400623594e-13	R	-12.035748565630325	4.2459319543386025	17.98	0.28	manual
18169.0	8.821224910548008e-13	2.762380453412679e-13	R	-12.087748565630324	4.259331024917654	18.11	0.34	manual
18769.0	7.971295248002772e-13	1.9822952458697894e-13	R	-12.131748565630325	4.273441134312813	18.22	0.27	manual
19505.0	7.682965715900891e-13	1.2029663982644048e-13	R	-12.147748565630325	4.2901459546478105	18.26	0.17	manual
21606.0	7.612527862830542e-13	9.81595617909504e-14	R	-12.151748565630324	4.334574371754929	18.27	0.14	manual
23144.0	1.0454089718532047e-12	2.04068077446807e-13	B	-12.036344977151233	4.364438420639926	18.66	0.21	manual
16513.0	1.1311726479282832e-12	9.37663659620016e-14	R	-11.979748565630324	4.217825980899852	17.84	0.09	manual
15134.0	8.521565718580746e-13	7.180952044856078e-14	I	-12.092570772290516	4.179953729631548	17.65	0.09	manual
19346.0	7.83973562201187e-13	6.499866574383138e-14	r	-12.140755751000448	4.286591183437326	18.45	0.09	manual
19346.0	6.164481537905072e-13	6.29220941855925e-14	i	-12.236154678665145	4.286591183437326	18.49	0.11	manual
23498.0	6.718686339464925e-13	3.3622385730797997e-14	g	-12.223391268787424	4.371030899466327	18.91	0.05	manual
117588.0	8.380778577217814e-14	7.138343609735153e-15	g	-13.127391268787424	5.070363003715498	21.17	0.09	manual
23930.0	5.892524776554172e-13	2.173032519054478e-14	r	-12.264755751000449	4.378942698613438	18.76	0.04	manual
117933.0	5.4739574506867905e-14	5.0424989475235696e-15	r	-13.296755751000449	5.071635346338226	21.34	0.1	manual
24362.0	5.319815325317618e-13	2.0682411469786247e-14	i	-12.300154678665145	4.386712938858596	18.65	0.04	manual
118365.0	4.8517292400613437e-14	4.066628400734885e-15	i	-13.340154678665144	5.073223302437776	21.25	0.09	manual
24794.0	4.835052874848164e-13	2.1325196355600383e-14	z	-12.334976104200049	4.394346596868313	18.57	0.04	manual
118797.0	8.173371286302788e-14	6.340104952856566e-15	z	-13.106976104200044	5.074805473474329	20.5	0.08	manual
626.0	1.3803257345750188e-11	1.2807376243074833e-12	v	-10.905998077523003	2.7965743332104296	15.5	0.1	manual
296.0	5.234876180644914e-11	2.5750445287900734e-12	u	-10.35614384928665	2.4712917110589387	14.54	0.03	manual
700.0	3.0683607159814176e-11	2.3393886562253373e-12	u	-10.58814384928665	2.845098040014257	15.12	0.07	manual
675.0	6.041292661876568e-18	7.642453663379139e-19	w1	-17.319463946149472	2.829303772831025	15.19	0.12	manual
1080.0	6.155188341357448e-18	1.4868697250013218e-18	m2	-17.351200431455407	3.03342375548695	16.25	0.25	manual
1032.0	1.3094868743035436e-18	3.765278373349512e-19	w2	-18.007324488537886	3.013679697291193	17.64	0.3	manual
112924.0	6.227323357337749e-14	9.17749012542318e-15	r	-13.24075575100045	5.052786253349838	21.2	0.16	manual
