time_sec	flux	flux_err	band	source
262.0	4.718643847138106e-13	1.579720641502728e-13	u	manual
387.220200002193	1.3839349271627397e-13	3.9452033565228165e-14	u	uvot
676.284328997135	2.8070204587208645e-13	1.5749479605967225e-13	u	uvot
845.540728986263	3.9404562462130034e-13	2.0481136691282072e-13	u	uvot
4941.69774997234	1.1621287000908724e-13	5.419467194520134e-14	u	uvot
5442.0	4.2640000291493296e-13	1.3930638025032206e-13	u	manual
5761.86844998598	2.0827682593050373e-13	1.1211036652085102e-13	v	uvot
6378.12322998047	1.507637082254438e-13	4.356656822080282e-14	u	uvot
10786.2269699574	2.3459309182604225e-13	1.02226241767468e-13	v	uvot
16159.6284499764	1.501497992389286e-13	5.586740252632217e-14	u	uvot
16463.1881899834	8.990641481493241e-14	4.311710472509432e-14	u	uvot
16766.6817399859	1.4011486519576104e-13	3.817654128030482e-14	u	uvot
17375.5334199667	1.57913740772329e-13	5.6515040206074215e-14	b	uvot
17678.9056299925	1.2780165328787498e-13	5.538112127099492e-14	b	uvot
22940.4002999663	1.2310341683796248e-13	3.517795465818851e-14	u	uvot
23243.8276699781	9.031025972154766e-14	3.3396025269739883e-14	u	uvot
23547.2329599857	1.2303464284935782e-13	3.4985508370933914e-14	u	uvot
24334.1670299768	3.66189852843456e-13	1.5157211013707653e-13	b	uvot
29615.0629400015	1.2162882161170386e-13	3.5252087931120614e-14	u	uvot
29918.4075499773	5.716908599514959e-14	3.1863353256436275e-14	u	uvot
30103.3358299732	2.364409272940639e-13	8.569157078543867e-14	u	uvot
35522.1708399653	2.4932189940894227e-13	9.426042239602545e-14	v	uvot
59217.0	4.355391226099569e-14	2.024968511336239e-15	r	manual
128575.0	9.689762937018805e-14	2.677380443211084e-14	R	manual
126647.0	7.768070386034947e-14	2.1463971686655085e-15	R	manual
395712.0	3.42789232697663e-14	3.164802763500761e-15	r	manual
406684.0	4.019665057967046e-14	2.081868495844325e-15	V	manual
568684.0	4.159366330147885e-14	3.076249631149324e-15	r	manual
629958.0	4.819779519329417e-14	1.8022114532670717e-15	r	manual
743037.0	4.287500467135503e-14	6.277136903820516e-15	i	manual
1012435.0	6.670983502486362e-14	5.718434140682098e-15	V	manual
1036800.0	5.236331969984216e-14	1.9579687020054946e-15	r	manual
1182124.0	6.985377269030045e-14	5.987935638857132e-15	V	manual
1258502.0	2.989177626780008e-14	2.818861021462648e-15	g	manual
