time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
854496.0	1.7280677516573435e-14	4.376028100370306e-15	J	-13.77226577088622	5.931710034076072	20.7	0.2	manual
743037.0	4.287500467135503e-14	6.277136903820516e-15	i	-13.39132961243721	5.871010440268978	21.3	0.15	manual
262.0	4.718643847138106e-13	1.5797206415027272e-13	u	-12.393980636668273	2.418301291319745	19.89	0.32	manual
5442.0	4.2640000291493296e-13	1.3930638025032206e-13	u	-12.437980636668271	3.735758537443739	20.0	0.31	manual
4637.0	1.1638740038924775e-19	3.3961506437097526e-20	w1	-19.02496704259225	3.666237095895805	19.84	0.18	manual
5867.0	5.956803049181514e-19	2.2893778242339765e-19	m2	-18.351857047761417	3.768416088216332	19.21	0.28	manual
11245.0	5.1881585683764625e-19	1.6227350313191594e-19	m2	-18.411857047761416	4.050959459771651	19.36	0.14	manual
5457.0	5.872488370099049e-19	2.018096922000761e-19	w2	-18.343579691895645	3.736953953783146	18.98	0.16	manual
128575.0	9.689762937018805e-14	2.677380443211084e-14	R	-13.043748565630322	5.109156532993127	20.5	0.3	manual
126647.0	7.768070386034946e-14	2.146397168665508e-15	R	-13.139748565630322	5.102594906729197	20.74	0.03	manual
1683252.0	3.6167055452453873e-13	8.660883165200168e-14	R	-12.471748565630325	6.226149139158665	19.07	0.26	manual
59217.0	5.801652641433593e-14	5.176093779711975e-15	g	-13.2822269092805	4.772446401762366	21.68	0.05	manual
59217.0	4.355391226099568e-14	2.024968511336239e-15	r	-13.392642272477092	4.772446401762366	21.59	0.05	manual
59217.0	4.287500467135503e-14	4.4620454249443285e-15	i	-13.39132961243721	4.772446401762366	21.3	0.1	manual
405820.0	1.4456524949774422e-14	1.9955635600433414e-15	B	-13.890191409545343	5.608333446530747	23.46	0.1	manual
576633.0	2.0704460098613023e-14	2.6190003729453144e-15	B	-13.734191409545344	5.7608994929044295	23.07	0.08	manual
1181952.0	2.6549962381832715e-14	5.600963811512509e-15	B	-13.626191409545346	6.072599839862991	22.8	0.2	manual
2220480.0	1.3184507453613447e-14	1.539011506463283e-15	B	-13.930191409545344	6.346446865810188	23.56	0.06	manual
2332396.0	1.38058741466685e-14	1.6115428841965239e-15	B	-13.910191409545344	6.367802287945621	23.51	0.06	manual
2650492.0	1.1273633449364821e-14	1.4889297028634597e-15	B	-13.998191409545344	6.4233264977301125	23.73	0.09	manual
394675.0	2.0302603026469916e-14	2.5763908154639467e-15	g	-13.7382269092805	5.596239617639725	22.82	0.11	manual
569635.0	2.2885042485178077e-14	2.9041011733049065e-15	g	-13.6862269092805	5.755596665740952	22.69	0.11	manual
831859.0	2.9077142378264665e-14	3.2781530010410823e-15	g	-13.5822269092805	5.9200497196664905	22.43	0.09	manual
1000252.0	3.072923318324851e-14	3.0722632620709628e-15	g	-13.5582269092805	6.0001094284220375	22.37	0.07	manual
1258502.0	2.989177626780008e-14	2.8188610214626475e-15	g	-13.5702269092805	6.099853910061794	22.4	0.06	manual
1776556.0	2.4862896553462606e-14	3.925334831544022e-15	g	-13.650226909280502	6.249578901725528	22.6	0.15	manual
2645481.0	1.554360398853158e-14	2.8374659073572322e-15	g	-13.8542269092805	6.422504646750787	23.11	0.18	manual
406684.0	4.019665057967046e-14	2.081868495844325e-15	V	-13.433813466626132	5.609257086472946	21.89	0.03	manual
1012435.0	6.670983502486362e-14	5.718434140682098e-15	V	-13.213813466626132	6.005367150358328	21.34	0.08	manual
1182124.0	6.985377269030042e-14	5.987935638857132e-15	V	-13.193813466626132	6.072663034659621	21.29	0.08	manual
2160000.0	4.922546945606116e-14	2.5494898847505156e-15	V	-13.345813466626131	6.334453751150931	21.67	0.03	manual
2332800.0	5.154539435864939e-14	3.634897168301008e-15	V	-13.325813466626132	6.367877506637881	21.62	0.06	manual
2650924.0	4.132281192599624e-14	3.2209628314773997e-15	V	-13.421813466626132	6.423397277014967	21.86	0.07	manual
395712.0	3.42789232697663e-14	3.164802763500761e-15	r	-13.496642272477091	5.597379220482763	21.85	0.1	manual
568684.0	4.159366330147885e-14	3.076249631149324e-15	r	-13.412642272477092	5.754871009491026	21.64	0.08	manual
629958.0	4.819779519329417e-14	1.8022114532670717e-15	r	-13.348642272477091	5.79931159552298	21.48	0.04	manual
1036800.0	5.236331969984216e-14	1.9579687020054946e-15	r	-13.312642272477094	6.015694988526518	21.39	0.04	manual
