time_sec	mag	mag_err	band	source
321.85	17.81693378022313	0.06	u	manual
28059.0	20.26756059667468	0.2	R	manual
60340.0	22.480434601575134	0.17	g	manual
60340.0	21.570588272660974	0.15	r	manual
60340.0	20.90345684331656	0.16	i	manual
724.84	17.31756059667468	0.2	R	manual
795.71	17.31756059667468	0.2	R	manual
865.7	17.31756059667468	0.2	R	manual
934.82	17.51756059667468	0.2	R	manual
1004.8	17.617560596674682	0.2	R	manual
1073.92	17.717560596674684	0.2	R	manual
1143.04	17.617560596674682	0.2	R	manual
1212.16	17.51756059667468	0.2	R	manual
1282.14	17.81756059667468	0.2	R	manual
242452.0	23.44058827266097	0.07	r	manual
3728.0	20.140434601575137	0.2	g	manual
3728.0	18.80332452943921	0.2	Rc	manual
3728.0	17.731637558579447	0.1	Ic	manual
10824.0	17.701867433398963	0.2	J	manual
10824.0	17.085985846102236	0.1	K	manual
10824.0	16.685985846102238	0.3	K	manual
5193.0	19.557560596674683	0.08	R	manual
26138.0	20.83756059667468	0.07	R	manual
84704.0	21.877560596674684	0.08	R	manual
167283.0	23.11756059667468	0.2	R	manual
1193.0	19.140434601575137	0.2	g	manual
1193.0	17.80332452943921	0.1	Rc	manual
1193.0	17.031637558579448	0.1	Ic	manual
974.0	18.910434601575133	0.05	g	manual
974.0	17.67332452943921	0.03	Rc	manual
974.0	16.871637558579447	0.03	Ic	manual
12448.0	20.67043460157514	0.12	g	manual
12448.0	19.96332452943921	0.11	Rc	manual
12448.0	18.911637558579447	0.11	Ic	manual
