time_sec	flux	flux_err	band	logF	logT	mag	mag_err
39084.0	1.4798438070434334e-14	6.822396933427415e-16	r	-13.829784120631288	4.591999004612498	22.67	0.05
39084.0	2.726710652274767e-14	1.0989246620923706e-15	i	-13.564360945222127	4.591999004612498	21.83	0.04
39084.0	2.5344668470209862e-14	1.792023668626905e-15	Z	-13.596113385344117	4.591999004612498	21.26	0.07
39084.0	2.268037031031674e-14	1.760518526580089e-15	Y	-13.644349858843759	4.591999004612498	21.14	0.07
39084.0	2.2257948319390654e-14	1.9391736582609783e-15	J	-13.652514870308256	4.591999004612498	20.75	0.07
39084.0	1.3512159266754995e-14	1.5197616692852462e-15	H	-13.869275244412092	4.591999004612498	20.56	0.08
598.0	5.793696881489517e-12	7.519534010423557e-13	v	-11.23704423024722	2.776701183988411	16.31	0.14
14020.0	3.599576719872919e-13	6.63066535701423e-14	R	-12.443748565630322	4.14674801363064	19.0	0.2
29464.0	6.560602330564055e-14	6.18262405858473e-15	I	-13.183056286107325	4.469291705846857	20.4	0.1
43891.0	3.4430530468120516e-14	3.244687229864985e-15	I	-13.463056286107326	4.64237547579905	21.1	0.1
