time_sec	flux	flux_err	band_init	band_norm	source
115620	1.9798188516145657e-14	3.2047590295244015e-15	z'	R	8257
63160	7.179720015008193e-14	3.3764018158566806e-14	Ks	R	8274
97515	1.8606854159373254e-14	8.652043807304028e-15	J	R	arXiv0902.0761
97515	2.0168447193671063e-14	7.665049851139636e-15	H	R	arXiv0902.0761
97515	1.5000561247971966e-14	7.054303250077935e-15	Ks	R	arXiv0902.0761
117315	6.376098386379586e-15	4.1160953173103627e-16	r'	R	arXiv0902.0761
117315	1.4182987849020641e-14	7.028840436733232e-16	i'	R	arXiv0902.0761
117315	1.9436830851247837e-14	1.1992868941505216e-15	z'	R	arXiv0902.0761
117315	1.1740131289528407e-14	9.958927682771512e-16	J	R	arXiv0902.0761
117315	8.885307500546885e-15	1.0565576467487364e-15	H	R	arXiv0902.0761
117315	7.179720015008209e-15	1.204912573448461e-15	Ks	R	arXiv0902.0761
290415	3.83502086224135e-15	4.645220891615818e-16	i'	R	arXiv0902.0761
377955	2.882489479098033e-15	4.280456643927892e-16	i'	R	arXiv0902.0761
