time_sec	flux	flux_err	band_init	band_norm	source
21081.6	5.682645798845774e-14	1.059162778669444e-15	r	R	arXiv1308.2984
21945.6	9.554482022641506e-14	6.6347470894944085e-15	z	R	arXiv1308.2984
23673.6	6.73447590401532e-14	3.9941996760062246e-15	i	R	arXiv1308.2984
24278.4	4.0127854054455614e-14	3.777582613061458e-15	V	R	arXiv1308.2984
25056	4.949377585411549e-14	9.224922160577957e-16	r	R	arXiv1308.2984
25401.6	3.206396684680623e-14	2.0797825059716518e-15	g	R	arXiv1308.2984
28425.6	4.523201501196465e-14	1.2123300346891842e-15	V	R	arXiv1308.2984
51753.6	2.2919606000092414e-14	1.1532139197959206e-15	z	R	arXiv1308.2984
52099.2	5.770743728645355e-15	1.0323284356602003e-15	K	R	arXiv1308.2984
52444.8	1.7230735003719712e-14	6.036230306403463e-16	i	R	arXiv1308.2984
53049.6	1.3232510643965976e-14	1.9888909009067283e-15	J	R	arXiv1308.2984
53136	1.2093460409013344e-14	3.3591692942687594e-16	r	R	arXiv1308.2984
53827.2	7.551222216143639e-15	3.7836610928655704e-16	g	R	arXiv1308.2984
138240	9.43084456736948e-16	2.6059764396418793e-16	r	R	arXiv1308.2984
