7934.112	16.409	0.01	0.01	 I 
13653.792	16.689	0.02	0.02	 I 
19425.312	16.949	0.02	0.02	 I 
100014.912	19.129	0.03	0.03	 I 
110300.832	19.149	0.03	0.03	 I 
362727.936	21.169	0.06	0.06	 I 
531409.248	21.279	0.05	0.05	 I 
792790.848	21.529	0.02	0.02	 I 
793982.304	21.559	0.07	0.07	 I 
967256.64	21.499	0.07	0.07	 I 
1137654.72	21.479	0.07	0.07	 I 
1560219.84	21.479	0.01	0.01	 I 
1742040	21.519	0.07	0.07	 I 
1912394.88	21.469	0.06	0.06	 I 
2084184	21.489	0.07	0.07	 I 
4070062.08	22.059	0.02	0.02	 I 
6576111.36	22.239	0.01	0.01	 I 
8815877.568	22.469	0.05	0.05	 I 
