z=   4.9000001e-01 0.
TotalEnergy(erg)    5.7583426870833260e+04    8.7063779611825594e+03
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    3.4536449010489266e+06    6.7289293212797365e+05
Energy2(erg)    4.6710673341221204e+06   -1.0012546100135762e+06
Energy3(erg)    2.1736240983551572e+05    4.9481861206943002e+04
Energy4(erg)    3.2155144127588781e+04    2.7098666873387365e+03
T_min_T_max    5.3853019789542004e+03    5.9169983513900042e+06
Interval1    5.3853019789542004e+03    2.3365864704589363e+04
Interval2    2.3365864704589363e+04    0.0000000000000000e+00
Interval3    0.0000000000000000e+00    1.0647209263258020e+06
Interval4    1.0647209263258020e+06    5.9169983513900042e+06
