Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9.    3.3031d3   -9.      35.           gg   16.700    0.010	                   -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.0722d3   -9.      35.    	      gg   17.040    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.1740d3   -9.      35.    	      gg   17.040    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.2755d3   -9.      35.    	      gg   17.060    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.4035d3   -9.      35.    	      gg   17.070    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.5029d3   -9.      35.    	      gg   17.080    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.6042d3   -9.      35.    	      gg   17.080    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.7059d3   -9.      35.    	      gg   17.110    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.8294d3   -9.      35.    	      gg   17.100    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    6.9322d3   -9.      35.    	      gg   17.120    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.0341d3    -9.     35.    	      gg   17.130    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.1359d3    -9.     35.    	      gg   17.140    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.2592d3    -9.     35.    	      gg   17.150    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.3600d3    -9.     35.    	      gg   17.150    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.4623d3    -9.     35.    	      gg   17.160    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.5638d3    -9.     35.    	      gg   17.170    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.6804d3    -9.     35.    	      gg   17.180    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.7819d3    -9.     35.    	      gg   17.190    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.8837d3    -9.     35.    	      gg   17.200    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    7.9858d3    -9.     35.    	      gg   17.200    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.1035d3    -9.     35.    	      gg   17.200    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.2033d3    -9.     35.    	      gg   17.220    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.3060d3    -9.     35.    	      gg   17.230    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.4083d3    -9.     35.    	      gg   17.230    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.5548d3   -9.      35.    	      gg   17.260    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.6551d3   -9.      35.    	      gg   17.250    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.7563d3   -9.      35.    	      gg   17.270    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.8578d3   -9.      35.    	      gg   17.270    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    8.9765d3   -9.      35.    	      gg   17.280    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.0752d3   -9.      35.    	      gg   17.290    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.1764d3   -9.      35.    	      gg   17.300    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.2780d3   -9.      35.    	      gg   17.300    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.3991d3   -9.      35.    	      gg   17.300    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.4984d3   -9.      35.    	      gg   17.310    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.6003d3   -9.      35.    	      gg   17.320    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.7024d3   -9.      35.    	      gg   17.320    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.8230d3   -9.      35.    	      gg   17.340    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.    9.9224d3   -9.      35.    	      gg   17.340    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.0238d3   -9.      35.    	      gg   17.350    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.1261d3   -9.      35.    	      gg   17.350    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.2507d3   -9.      35.    	      gg   17.370    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.3520d3   -9.      35.    	      gg   17.370    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.4540d3   -9.      35.    	      gg   17.380    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.5581d3   -9.      35.    	      gg   17.380    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.6782d3   -9.      35.    	      gg   17.380    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.7768d3   -9.      35.    	      gg   17.390    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.8783d3   -9.      35.    	      gg   17.390    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   10.9796d3   -9.      35.    	      gg   17.420    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.1013d3   -9.      35.    	      gg   17.410    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.2013d3   -9.      35.    	      gg   17.420    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.3023d3   -9.      35.    	      gg   17.430    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.4035d3   -9.      35.    	      gg   17.420    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.5335d3   -9.      35.    	      gg   17.440    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.6330d3   -9.      35.    	      gg   17.450    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.7365d3   -9.      35.    	      gg   17.460    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.8405d3   -9.      35.    	      gg   17.450    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   11.9610d3   -9.      35.    	      gg   17.460    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.0624d3   -9.      35.    	      gg   17.470    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.1642d3   -9.      35.    	      gg   17.480    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.2655d3   -9.      35.    	      gg   17.500    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.3911d3   -9.      35.    	      gg   17.480    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.4924d3   -9.      35.    	      gg   17.500    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.5943d3   -9.      35.    	      gg   17.510    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.6953d3   -9.      35.    	      gg   17.500    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.8208d3   -9.      35.    	      gg   17.510    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   12.9194d3   -9.      35.    	      gg   17.520    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.0215d3   -9.      35.    	      gg   17.520    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.1243d3   -9.      35.    	      gg   17.530    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.2482d3   -9.      35.    	      gg   17.520    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.3501d3   -9.      35.    	      gg   17.550    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.4522d3   -9.      35.    	      gg   17.550    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.5537d3   -9.      35.    	      gg   17.540    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.6766d3   -9.      35.    	      gg   17.560    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.7783d3   -9.      35.    	      gg   17.560    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.8797d3   -9.      35.    	      gg   17.570    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   13.9818d3   -9.      35.    	      gg   17.570    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.1025d3   -9.      35.    	      gg   17.590    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.2035d3   -9.      35.    	      gg   17.590    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.3064d3   -9.      35.    	      gg   17.600    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.4076d3   -9.      35.    	      gg   17.600    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.5296d3    -9.     35.    	      gg   17.610    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.6315d3    -9.     35.    	      gg   17.600    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.7306d3    -9.     35.    	      gg   17.610    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.8318d3    -9.     35.    	      gg   17.610    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   14.9555d3    -9.     35.    	      gg   17.620    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.0579d3    -9.     35.    	      gg   17.630    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.1596d3    -9.     35.    	      gg   17.640    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.2643d3    -9.     35.    	      gg   17.630    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.3892d3    -9.     35.    	      gg   17.650    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.4886d3    -9.     35.    	      gg   17.670    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.5903d3    -9.     35.    	      gg   17.660    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.6915d3    -9.     35.    	      gg   17.650    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.8137d3    -9.     35.    	      gg   17.670    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   15.9162d3    -9.     35.    	      gg   17.670    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.0176d3   -9.      35.    	      gg   17.670    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.1197d3   -9.      35.    	      gg   17.670    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.2395d3   -9.      35.    	      gg   17.700    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.3388d3   -9.      35.    	      gg   17.700    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.4424d3   -9.      35.    	      gg   17.700    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.5444d3   -9.      35.    	      gg   17.710    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   16.9464d3   -9.     115.    	      gg   17.730    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   17.1273d3   -9.     115.    	      gg   17.750    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   17.3279d3   -9.     115.    	      gg   17.750    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   17.5383d3   -9.     115.    	      gg   17.750    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   17.7360d3   -9.     115.    	      gg   17.750    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   17.9339d3   -9.     115.    	      gg   17.760    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   18.1312d3   -9.     115.    	      gg   17.780    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   18.3158d3   -9.     115.    	      gg   17.780    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   18.5209d3   -9.     115.    	      gg   17.800    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   18.7128d3   -9.     115.    	      gg   17.820    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   18.9061d3   -9.     115.    	      gg   17.810    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   19.1020d3   -9.     115.    	      gg   17.820    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   19.3182d3   -9.     115.    	      gg   17.840    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   19.5012d3   -9.     115.    	      gg   17.830    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   19.6840d3   -9.     115.    	      gg   17.860    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   19.8676d3   -9.     115.    	      gg   17.870    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   20.0781d3   -9.     115.    	      gg   17.860    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   20.2726d3   -9.     115.    	      gg   17.880    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   20.4570d3   -9.     115.    	      gg   17.890    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   20.6577d3   -9.     115.    	      gg   17.900    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   20.8744d3   -9.     115.    	      gg   17.900    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   21.0717d3   -9.     115.    	      gg   17.890    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   21.2673d3   -9.     115.    	      gg   17.920    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   21.4580d3   -9.     115.    	      gg   17.940    0.010	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   92.4295d3   -9.     701.    	      gg   19.790    0.020	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.   93.2890d3   -9.     679.    	      gg   19.830    0.020	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  108.8565d3   -9.     686.    	      gg   20.050    0.020	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  179.6620d3   -9.    1695.    	      gg   20.910    0.020	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  189.9125d3   -9.    1714.    	      gg   20.980    0.030	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  277.0450d3   -9.    1708.    	      gg   21.680    0.050	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  363.9306d3   -9.    1697.    	      gg   22.090    0.090	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
-9. -9.  533.5294d3   -9.    1707.    	      gg   22.560    0.080	    		     -9. -9. -9. GROND filgas11 0 NNN 0.12 0. 2 Gal_Ex=Av_E(B-V)=0.04
