T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
11700.	-9.	-9.	180.	15.31	0.05	KS	GeminiN	covino08
86000.	-9.	-9.	1200.	16.1	0.05	KS	GROND	covino08
248000.	-9.	-9.	1500.	18.2	0.06	KS	NTT	covino08
527.	-9.	-9.	31.	17.57	0.15	CR	TAROT	covino08
25.9	-9.	-9.	29.	17.2	0.1	CR	TAROT	covino08
276.	-9.	-9.	90.	16.52	0.1	CR	TAROT	covino08
372.	-9.	-9.	90.	16.39	0.1	CR	TAROT	covino08
527.	-9.	-9.	91.	16.6	0.1	RC	TAROT	covino08
665.	-9.	-9.	90.	16.68	0.1	CR	TAROT	covino08
760.	-9.	-9.	89.	16.82	0.1	CR	TAROT	covino08
916.	-9.	-9.	89.	16.97	0.1	RC	TAROT	covino08
1060.	-9.	-9.	90.	17.	0.1	CR	TAROT	covino08
1160.	-9.	-9.	91.	17.1	0.1	CR	TAROT	covino08
1320.	-9.	-9.	90.	17.03	0.1	RC	TAROT	covino08
1450.	-9.	-9.	90.	17.2	0.1	CR	TAROT	covino08
1550.	-9.	-9.	90.	17.16	0.1	CR	TAROT	covino08
1710.	-9.	-9.	91.	17.27	0.12	RC	TAROT	covino08
3270.	-9.	-9.	365.	17.91	0.12	CR	TAROT	covino08
2900.	-9.	-9.	365.	17.98	0.12	CR	TAROT	covino08
298.	-9.	-9.	60.	16.81	0.21	RC	P60	cenko09
384.	-9.	-9.	60.	16.42	0.17	ii	P60	cenko09
469.	-9.	-9.	60.	16.16	0.37	zz	P60	cenko09
555.	-9.	-9.	60.	16.61	0.2	RC	P60	cenko09
640.	-9.	-9.	60.	16.56	0.18	ii	P60	cenko09
726.	-9.	-9.	60.	16.33	0.36	zz	P60	cenko09
812.	-9.	-9.	60.	16.88	0.19	RC	P60	cenko09
897.	-9.	-9.	60.	16.86	0.18	ii	P60	cenko09
983.	-9.	-9.	60.	16.95	0.29	zz	P60	cenko09
84700.	-9.	-9.	1800.	20.15	0.21	RC	P60	cenko09
