time_sec	flux	flux_err	band	source
679.0	2.9976059657296647e-10	1.1281763290490236e-11	u	manual
900.0	5.600817664447991e-11	5.158543705094269e-13	R	manual
1256.0	3.252755608536209e-11	2.39671890411784e-13	R	manual
1860.0	1.3522327013520574e-11	1.3699975785726192e-13	R	manual
2961.0	7.451632605954542e-12	9.608490167886008e-14	R	manual
3819.0	5.433146735326947e-12	7.506169608487855e-14	R	manual
4429.0	4.544137188740388e-12	5.859427028735553e-14	R	manual
5054.0	3.892704475172241e-12	6.812095304931739e-14	R	manual
6869.0	2.624529353273343e-12	4.1093774721813024e-14	R	manual
88817.0	8.63031309294057e-14	7.312705588692218e-15	g	manual
89360.0	9.63887951034471e-14	4.750653571084232e-15	g	manual
89959.0	1.040369255714297e-13	2.8787078084731773e-15	r	manual
90405.0	1.0597111642668565e-13	1.9582598820320237e-15	r	manual
90910.0	1.0361742328264005e-13	4.909273645961628e-15	i	manual
91356.0	1.0652039990442361e-13	3.173286984675991e-15	i	manual
91864.0	9.896020091669998e-14	3.479464680633504e-15	z	manual
92519.0	9.896020091669998e-14	4.233432792671276e-15	z	manual
175200.0	4.103812497711287e-14	1.1355273155933717e-15	r	manual
521639.0	6.937252621920335e-15	5.751404482700337e-16	r	manual
780180.0	6.504104490759447e-15	3.5955711563886383e-16	r	manual
781379.0	7.301848001151134e-15	4.116253751983989e-16	i	manual
