Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           19.3            24.3            -9.0    -9.0000    -9.0000 CR   16.910 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
           27.4            32.4            -9.0    -9.0000    -9.0000 CR   17.450   0.4000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           35.4            40.4            -9.0    -9.0000    -9.0000 CR   17.090   0.2600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           43.4            48.4            -9.0    -9.0000    -9.0000 CR   16.840 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
           51.4            56.4            -9.0    -9.0000    -9.0000 CR   16.780   0.2700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           59.5            64.5            -9.0    -9.0000    -9.0000 CR   16.950 100.0000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 1 NNN  0.000  0.000 0 nnn
           67.5            72.5            -9.0    -9.0000    -9.0000 CR   17.030   0.3400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           75.5            80.5            -9.0    -9.0000    -9.0000 CR   17.130   0.3200  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           83.5            88.5            -9.0    -9.0000    -9.0000 CR   17.410   0.3900  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
           91.5            96.5            -9.0    -9.0000    -9.0000 CR   17.400   0.3900  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          110.1           130.1            -9.0    -9.0000    -9.0000 CR   17.920   0.4500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          147.3           167.3            -9.0    -9.0000    -9.0000 CR   17.320   0.2100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          177.5           197.5            -9.0    -9.0000    -9.0000 CR   17.140   0.2400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          207.1           227.1            -9.0    -9.0000    -9.0000 CR   17.750   0.3300  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          237.0           257.0            -9.0    -9.0000    -9.0000 CR   17.130   0.1700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          266.8           286.8            -9.0    -9.0000    -9.0000 CR   17.450   0.2100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          296.3           316.3            -9.0    -9.0000    -9.0000 CR   16.670   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          325.4           345.4            -9.0    -9.0000    -9.0000 CR   16.920   0.1400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          354.8           374.8            -9.0    -9.0000    -9.0000 CR   16.720   0.1400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          384.3           404.3            -9.0    -9.0000    -9.0000 CR   16.650   0.1500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          413.9           473.9            -9.0    -9.0000    -9.0000 CR   16.680   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          483.2           543.2            -9.0    -9.0000    -9.0000 CR   16.630   0.0800  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          553.0           613.0            -9.0    -9.0000    -9.0000 CR   16.520   0.1000  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          622.1           682.1            -9.0    -9.0000    -9.0000 CR   16.920   0.1300  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          691.5           751.5            -9.0    -9.0000    -9.0000 CR   16.860   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          761.2           821.2            -9.0    -9.0000    -9.0000 CR   17.060   0.1200  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          830.4           890.4            -9.0    -9.0000    -9.0000 CR   17.450   0.1800  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          899.7           959.7            -9.0    -9.0000    -9.0000 CR   17.150   0.1500  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
          969.5          1029.5            -9.0    -9.0000    -9.0000 CR   17.380   0.1700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1038.8          1098.8            -9.0    -9.0000    -9.0000 CR   17.530   0.1800  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1108.0          1168.0            -9.0    -9.0000    -9.0000 CR   17.620   0.1900  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1177.8          1237.8            -9.0    -9.0000    -9.0000 CR   17.530   0.1600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1246.9          1306.9            -9.0    -9.0000    -9.0000 CR   17.620   0.2200  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1316.3          1376.3            -9.0    -9.0000    -9.0000 CR   17.510   0.1700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1386.0          1446.0            -9.0    -9.0000    -9.0000 CR   17.940   0.2400  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1455.2          1515.2            -9.0    -9.0000    -9.0000 CR   17.420   0.1600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1524.6          1584.6            -9.0    -9.0000    -9.0000 CR   17.580   0.1600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1594.3          1654.3            -9.0    -9.0000    -9.0000 CR   17.470   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1663.9          1723.9            -9.0    -9.0000    -9.0000 CR   17.350   0.1300  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1733.0          1793.0            -9.0    -9.0000    -9.0000 CR   17.210   0.1100  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         1802.6          2487.8            -9.0    -9.0000    -9.0000 CR   17.500   0.0700  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         2496.9          3181.5            -9.0    -9.0000    -9.0000 CR   17.610   0.0600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         3190.8          3875.9            -9.0    -9.0000    -9.0000 CR   17.650   0.0600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
         4180.7          4873.5            -9.0    -9.0000    -9.0000 CR   17.720   0.0600  -9.0000  -9.0000  -9.0000 ROTSE rykoff09 0 NNN  0.000  0.000 0 nnn
