time	flux	flux_err	band
32.2	1.6056367075617042e-12	1.6056367075617042e-12	R
42.8	5.316762836685218e-12	5.316762836685218e-12	R
65.2	1.6056367075617042e-12	1.6056367075617042e-12	R
105.8	5.41560883777374e-13	1.9028584669655266e-13	R
142.8	9.586217718486279e-13	2.447054874705426e-13	R
179.4	7.75616944465842e-13	2.1373213865130027e-13	R
215.7	1.1006450589937619e-12	2.3438699936400823e-13	R
252.9	1.6813080342863158e-12	2.82856923303111e-13	R
328.5	1.4509327657773443e-12	1.637290395551054e-13	R
425.1	1.8951661392949812e-12	1.8260025490474744e-13	R
524.7	2.3639989989080003e-12	1.8805713273820825e-13	R
623.0	2.0400804230001973e-12	1.9656282240489707e-13	R
720.0	1.8266161296418916e-12	1.759954253983277e-13	R
819.3	1.5763305348860833e-12	1.9070050075314438e-13	R
926.1	1.195768994598341e-12	1.7330673101771626e-13	R
1023.0	1.1739437507739962e-12	1.6085547757094297e-13	R
1122.3	1.4113908197969437e-12	1.933908197969436e-13	R
1220.6	1.1525168625435359e-12	1.5791953422877041e-13	R
1317.6	8.196855673542979e-13	1.5034478299571084e-13	R
1416.6	8.742734467685184e-13	1.7338760309186013e-13	R
1569.6	1.0805560226622375e-12	1.5660853627669382e-13	R
1756.2	7.97346860013939e-13	1.341426288518703e-13	R
1944.8	1.0414712562935408e-12	1.5094385261074222e-13	R
2134.2	9.411249526465633e-13	1.583313129544337e-13	R
2320.8	7.97346860013939e-13	1.2181274163120395e-13	R
2509.8	1.1006450589937619e-12	2.018777066965163e-13	R
