time_sec	flux	flux_err	band_init	band_norm	source
14029.94	6.963697499086214e-13	1.9252708743402646e-14	r	R	Veres_et_al
24402	5.480748797366104e-13	1.5152763356721095e-14	r	R	Veres_et_al
102697.17	1.6859313917971785e-13	6.21325313917592e-15	r	R	Veres_et_al
106405.63	1.717275196534701e-13	4.747793710954647e-15	r	R	Veres_et_al
191466.77	9.612578451193066e-14	2.6576136200375375e-15	r	R	Veres_et_al
275594.19	7.496178116007404e-14	2.7626066183782167e-15	r	R	Veres_et_al
366390.74	5.739048530417664e-14	2.1150422532609358e-15	r	R	Veres_et_al
448791.55	5.2340744673305246e-14	1.9289414606697246e-15	r	R	Veres_et_al
537481.41	4.157573132050093e-14	1.9150381023652235e-15	r	R	Veres_et_al
794992.63	4.196042682596432e-14	1.1600904211234872e-15	r	R	Veres_et_al
1226716.84	3.8979826096259983e-14	1.4365443815536654e-15	r	R	Veres_et_al
1890	2.9298129698797323e-12	1.07973964544896e-13	r	R	23695
2033	2.4882249123329096e-12	1.6043620061826227e-13	Rc	R	23699
2430	2.0696153364336333e-12	1.3344501924763048e-13	Rc	R	23699
2753	1.8025596032483972e-12	1.3282663553118474e-13	Rc	R	23699
3186	1.7056488821704132e-12	1.2568549855879701e-13	Rc	R	23699
3582	1.4186969464111209e-12	1.1760652715420526e-13	Rc	R	23699
3941	1.1584829167395844e-12	1.0670491693075036e-13	Rc	R	23699
13854	9.095778947062917e-13	2.5147327678313883e-14	r	R	23702
21960	3.847335986375275e-13	3.5435273959869e-14	R	R	23717
