14029.94	18.46	0.03	r	Veres_et_al
24402	18.72	0.03	r	Veres_et_al
102697.17	20	0.04	r	Veres_et_al
106405.63	19.98	0.03	r	Veres_et_al
191466.77	20.61	0.03	r	Veres_et_al
275594.19	20.88	0.04	r	Veres_et_al
366390.74	21.17	0.04	r	Veres_et_al
448791.55	21.27	0.04	r	Veres_et_al
537481.41	21.52	0.05	r	Veres_et_al
794992.63	21.51	0.03	r	Veres_et_al
1226716.84	21.59	0.04	r	Veres_et_al
1890	16.9	0.04	r	23695
2033	16.86	0.07	Rc	23699
2430	17.06	0.07	Rc	23699
2753	17.21	0.08	Rc	23699
3186	17.27	0.08	Rc	23699
3582	17.47	0.09	Rc	23699
3941	17.69	0.1	Rc	23699
13854	18.17	0.03	r	23702
21960	18.9	0.1	R	23717
