time_sec	flux	flux_err	band	logF	logT	mag	mag_err	source
43.32	1.3612337812370915e-12	4.76431007627349e-13	r	-11.881784120631288	1.6366884479532828	17.8	0.38	manual
48.72	2.041421659294822e-12	5.828840198144685e-13	r	-11.705784120631288	1.687707279624819	17.36	0.31	manual
70.34	6.822329931382097e-13	2.7019861614610214e-13	r	-12.181784120631288	1.847202363980924	18.55	0.43	manual
76.08	1.5629054956312636e-12	3.886762967552474e-13	r	-11.821784120631287	1.8812705039293576	17.65	0.27	manual
376.48	2.5230898603834724e-12	5.809877096297837e-13	r	-11.613784120631289	2.575741909831946	17.13	0.25	manual
395.56	2.0793745215448517e-12	1.724224887303999e-13	r	-11.697784120631288	2.597212368219416	17.34	0.09	manual
546.6	2.118032980184735e-12	3.7067568064451265e-13	r	-11.689784120631288	2.737669627356642	17.32	0.19	manual
587.28	1.3865410066964431e-12	2.554273274806158e-13	r	-11.873784120631289	2.768845211063395	17.78	0.2	manual
709.32	9.770858372577137e-13	2.789858322171895e-13	r	-12.025784120631288	2.8508422053965123	18.16	0.31	manual
1148.16	5.727072992228901e-13	1.6352424362120244e-13	r	-12.257784120631287	3.0600024126919605	18.74	0.31	manual
1468.2	4.85213324180053e-13	1.6088658724152482e-13	r	-12.329784120631288	3.166785219735433	18.92	0.36	manual
1986.98	3.9621664687373306e-13	8.02888093924894e-14	r	-12.417784120631287	3.2981934957291648	19.14	0.22	manual
4464.84	3.061489105310532e-13	9.869289788262096e-14	r	-12.529784120631287	3.6498059003215095	19.42	0.35	manual
3675.64	3.0056106317167085e-13	1.109152771829314e-14	r	-12.537784120631288	3.5653329690716182	19.44	0.04	manual
5236.64	2.6419994221052953e-13	4.899096334768822e-15	r	-12.593784120631286	3.719052718757802	19.58	0.02	manual
6781.94	2.3438656711215236e-13	4.346262766943285e-15	r	-12.645784120631289	3.831353943244459	19.71	0.02	manual
8327.63	1.0231344740887686e-13	4.716734017891165e-15	r	-13.005784120631288	3.920521421050031	20.61	0.05	manual
9859.04	1.5629054956312668e-13	1.2959668997336492e-14	r	-12.821784120631284	3.993834628632856	20.15	0.09	manual
11809.13	1.1218446425607567e-13	5.171796007624492e-15	r	-12.965784120631287	4.072217903530801	20.51	0.05	manual
13352.44	1.2414599633856584e-13	6.865643834596722e-15	r	-12.921784120631289	4.125560635116932	20.4	0.06	manual
16545.99	7.41195405022316e-14	4.781264592231745e-15	r	-13.145784120631289	4.218692757514254	20.96	0.07	manual
16400.54	6.822329931382096e-14	4.400912946358316e-15	r	-13.181784120631288	4.214858147752535	21.05	0.07	manual
21307.24	7.573878802910332e-14	8.459573209176692e-15	i	-13.132360945222128	4.328527197701086	20.75	0.12	manual
0.84	6.596572672075062e-14	5.570590279381618e-15	i	-13.192360945222129	-0.0757207139381183	20.9	0.09	manual
24352.43	5.0970436318852794e-14	5.2289969033768494e-15	i	-13.304360945222127	4.386542303658912	21.18	0.11	manual
103126.14	1.56789996806367e-14	4.1954827061616935e-15	i	-13.816360945222128	5.013368762459536	22.46	0.29	manual
5818.0	2.666445541772694e-13	4.9444271150331246e-15	r	-12.589784120631288	3.76477371691104	19.57	0.02	manual
568.0	6.455542108171881e-13	1.7890121495463583e-14	r	-12.205784120631288	2.754348335711019	18.61	0.03	manual
2106.84	4.425198110521221e-13	2.0400527000512573e-14	r	-12.369784120631287	3.3236315551830544	19.02	0.05	manual
50.0	1.8958898313964688e-11	2.361514941803491e-12	H	-10.725275244412092	1.6989700043360187	12.7	0.1	manual
