time_sec	flux	flux_err	band	logF	logT	mag	mag_err
43.32	1.31285233029573e-12	4.594975287935239e-13	r	-11.881784120631288	1.6366884479532828	17.8	0.38
48.72	1.9688647309984602e-12	5.621669504926005e-13	r	-11.705784120631288	1.687707279624819	17.36	0.31
70.34	6.579848275820351e-13	2.60595121675361e-13	r	-12.181784120631287	1.8472023639809239	18.55	0.43
76.08	1.5073561575196656e-12	3.7486182679223747e-13	r	-11.821784120631287	1.8812705039293576	17.65	0.27
376.48	2.4334133110769663e-12	5.603380396330239e-13	r	-11.613784120631287	2.575741909831946	17.13	0.25
395.56	2.0054686592385173e-12	1.662941878502116e-13	r	-11.697784120631287	2.597212368219416	17.34	0.09
546.6	2.04275310531279e-12	3.575009949252382e-13	r	-11.689784120631288	2.737669627356642	17.32	0.19
587.28	1.3372600774260096e-12	2.4634883935908564e-13	r	-11.873784120631287	2.768845211063395	17.78	0.2
709.32	9.42357907968579e-13	2.690700194150093e-13	r	-12.025784120631288	2.8508422053965123	18.16	0.31
1148.16	5.523519344919837e-13	1.5771220730566785e-13	r	-12.257784120631287	3.0600024126919605	18.74	0.31
1468.2	4.679677011551985e-13	1.5516829943891468e-13	r	-12.329784120631288	3.166785219735433	18.92	0.36
1986.98	3.82134175128541e-13	7.743515622408741e-14	r	-12.417784120631287	3.2981934957291648	19.14	0.22
4464.84	2.9526765802338453e-13	9.518512011293514e-14	r	-12.529784120631287	3.6498059003215095	19.42	0.35
3675.64	2.8987841590478603e-13	1.0697308729928286e-14	r	-12.537784120631288	3.5653329690716182	19.44	0.04
5236.64	2.5480965472357586e-13	4.724970925713654e-15	r	-12.593784120631286	3.719052718757802	19.58	0.02
6781.94	2.2605591711333661e-13	4.191786363451424e-15	r	-12.645784120631287	3.831353943244459	19.71	0.02
8327.63	9.867698679154223e-14	4.549090194592377e-15	r	-13.005784120631287	3.920521421050031	20.61	0.05
9859.04	1.5073561575196686e-13	1.2499051873038347e-14	r	-12.821784120631285	3.9938346286328557	20.15	0.09
11809.13	1.081971644780349e-13	4.98797821065929e-15	r	-12.965784120631287	4.072217903530801	20.51	0.05
13352.44	1.1973355557033705e-13	6.621622701017062e-15	r	-12.921784120631287	4.125560635116932	20.4	0.06
16545.99	7.148515766363791e-14	4.6113272005101694e-15	r	-13.145784120631287	4.218692757514254	20.96	0.07
16400.54	6.579848275820351e-14	4.2444941469233404e-15	r	-13.181784120631287	4.214858147752535	21.05	0.07
21307.24	7.372912074723014e-14	8.235105298618625e-15	i	-13.132360945222128	4.328527197701086	20.75	0.12
0.84	6.421537969031309e-14	5.422779186591328e-15	i	-13.192360945222127	-0.07572071393811836	20.9	0.09
24352.43	4.961797715125379e-14	5.09024971363182e-15	i	-13.304360945222127	4.386542303658912	21.18	0.11
103126.14	1.5262970146884886e-14	4.084158976991404e-15	i	-13.816360945222128	5.013368762459536	22.46	0.29
5818.0	2.571673794299716e-13	4.7686905434049135e-15	r	-12.589784120631288	3.7647737169110402	19.57	0.02
568.0	6.226096954729856e-13	1.7254264490297905e-14	r	-12.205784120631288	2.754348335711019	18.61	0.03
2106.84	4.267916159220089e-13	1.9675444277869426e-14	r	-12.369784120631287	3.3236315551830544	19.02	0.05
50.0	1.8824556604960146e-11	2.344781377022041e-12	H	-10.725275244412092	1.6989700043360187	12.7	0.1
