time_sec	flux	flux_err	band	source
2580	5.1937639881703744e-14	0.0	R	8181
2580	6.502893464180646e-14	2.5643669599534478e-15	I	8181
3549.5	1.790424505312112e-12	9.154214276508113e-14	g'	8202
3549.5	9.930303167503503e-13	3.861934790504252e-15	Rc	8202
3549.5	7.855615541137196e-13	3.126125411410809e-14	Ic	8202
740	1.1078535552054083e-13	2.2386392866430475e-14	uvw2_swift	8208
2573	3.466076054669519e-14	6.542825623617754e-15	uvm2_swift	8208
738	8.322030908609505e-14	1.3040554969430485e-14	uvw1_swift	8208
762.5	9.700069120196563e-14	1.0465568566840766e-14	u_swift	8208
782.5	3.627378929465246e-13	2.5373011419613904e-14	b_swift	8208
735	7.106889990680982e-14	2.167357212412807e-15	v_swift	8208
30600	2.6271339138402288e-15	1.1372494848138314e-15	R	arXiv1006.0487
51480	2.1452712412402294e-15	6.125190279830646e-16	R	arXiv1006.0487
129600	1.0851311005053415e-15	0.0	R	arXiv1006.0487
