Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0           425.1    -9.000   168.000 KS   16.920   0.1500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0           627.5    -9.000   168.000 KS   17.190   0.2000  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          1412.6    -9.000   384.000 KS   18.010   0.1200  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          2066.7    -9.000   808.000 KS   18.230   0.1100  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          3322.9    -9.000  1637.000 KS   18.380   0.1000  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          4997.4    -9.000  2065.000 KS   18.630   0.0800  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0         90323.4    -9.000  2780.000 KS   19.000   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        176442.6    -9.000  3854.000 KS   19.390   0.0500  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        262434.0    -9.000  3605.000 KS   19.910   0.0800  -9.0000  -9.0000  -9.0000 GROND filgas11 0 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        434677.5    -9.000  4096.000 KS   20.280 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        522211.1    -9.000  3084.000 KS   20.560 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0        780529.8    -9.000  3567.000 KS   20.550 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       1901319.3    -9.000  3040.000 KS   20.570 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0       2418508.8    -9.000  7822.000 KS   20.900 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
           -9.0            -9.0          5185.1    -9.000  7041.000 KS   20.970 100.0000  -9.0000  -9.0000  -9.0000 GROND filgas11 1 2MASS  0.000  0.000 0 AB_mag
