time	flux	flux_err	band
9042.0		8.271557408447672e-14	2.991903076139327e-15	R
9158.0		8.046134505379252e-14	2.1927950313554884e-15	R
9266.0		8.195723314304396e-14	2.233562134706566e-15	R
9373.0		7.826855002243736e-14	4.207939424989511e-15	R
9514.0		8.12058447131523e-14	2.937294690714939e-15	R
9711.0		7.613551474337438e-14	1.389629753298732e-15	R
9903.0		7.543750014858939e-14	1.3768895511418378e-15	R
10091.0		7.683998798768447e-14	2.0941029976091394e-15	R
10423.0		7.270885211284834e-14	1.327086111715389e-15	R
10868.0		6.816905730819903e-14	6.249776740098586e-16	R
11320.0		6.69248317899357e-14	6.135705458923249e-16	R
11780.0		6.332676285779207e-14	1.1558436840402257e-15	R
97805.0		6.6311261244043375e-15	4.140342070291784e-16	R
99600.0		6.217091917375184e-15	5.47036699457013e-16	R
182130.0	4.630067135581789e-15	4.844681602527212e-16	R
183945.0	4.145598975329068e-15	3.9943064300924733e-16	R
185758.0	4.145598975329068e-15	3.9943064300924733e-16	R
187575.0	4.5455588864018435e-15	3.6160115603445696e-16	R
9042.23		9.188948885628645e-14	4.940239761560111e-15	I
9158.17		8.938524517923729e-14	4.022998733357467e-15	I
9265.57		9.53379558033902e-14	3.4484669471033725e-15	I
9373.4		8.227461064628127e-14	4.423316615868244e-15	I
9513.71		8.077292976475641e-14	3.6353806881839485e-15	I
9710.88		8.694924909472634e-14	3.1450392349188598e-15	I
9903.37		8.077292976475641e-14	2.9216357343435398e-15	I
10090.86	8.077292976475641e-14	3.6353806881839485e-15	I
10422.72	7.434740861121893e-14	2.026173289644146e-15	I
10868.38	7.572963013552841e-14	1.3822215243091688e-15	I
11319.73	7.100122401362071e-14	1.2959183863476019e-15	I
11780.33	7.035028087918266e-14	1.2840373351668109e-15	I
97804.66	6.656805008040416e-15	6.965363527069477e-16	I
99600.23	7.232123532157507e-15	7.567349413616006e-16	I
184852.75	3.156936422503414e-15	4.0735974269672616e-16	I
43.8048		2.5917152745745935e-11	4.360204041700352e-12	R
49.7664		4.9384116478472124e-11	4.34526695809066e-12	R
55.8144		5.937276687707076e-11	5.224159922630702e-12	R
61.776		5.937276687707076e-11	5.224159922630702e-12	R
67.824		5.414860695444006e-11	4.764490475967937e-12	R
73.7856		4.5038849520381464e-11	3.962930565673856e-12	R
79.8336		4.5038849520381464e-11	3.962930565673856e-12	R
85.7952		3.416546125127521e-11	3.0061902585178284e-12	R
91.8432		3.115927099275738e-11	2.741678100934476e-12	R
97.8048		2.5917152745745935e-11	2.280428516382864e-12	R
122.6016	2.3636724229363026e-11	3.976553347834126e-12	R
159.5808	1.491376475196956e-11	2.5090355405332703e-12	R
196.56		8.58197585433446e-12	2.07188142179442e-12	R
83.808		2.5917152745745935e-11	2.280428516382864e-12	R
123.552		1.2404729211436289e-11	2.0869248630245805e-12	R
162.432		1.0317804348411709e-11	1.7358284940772328e-12	R
202.176		7.138176600113295e-12	1.2008999124062073e-12	R
241.056		5.937276687707077e-12	9.98865039859864e-13	R
280.8		4.938411647847213e-12	1.1922433155273923e-12	R
358.56		3.115927099275737e-12	7.5225467633943e-13	R
619.488		1.2404729211436314e-12	3.82275335710182e-13	R
2328.48		2.1556948704045582e-13	9.152219492609319e-14	R
469.99872	8.271557408447673e-13	2.9919030761391706e-14	R
684.00288	5.775469414762759e-13	7.452458395994384e-14	R
857.0016	4.893136017717556e-13	7.091782873501604e-14	R
9042.0192	9.853426656752925e-14	4.434772526478888e-15	R
9157.968	9.76308989816875e-14	3.5314049406371358e-15	R
9265.0176	9.853426656752925e-14	2.6853323170658604e-15	R
9373.0176	9.76308989816875e-14	5.248914267665222e-15	R
9514.9728	9.76308989816875e-14	3.5314049406371358e-15	R
9711.0144	9.238198471402228e-14	1.6861612489270722e-15	R
9902.9952	9.069582346509483e-14	1.6553853377341551e-15	R
10091.0016	9.153502158724872e-14	2.494583459888047e-15	R
10423.0368	8.8224110483837e-14	1.610271491562013e-15	R
10867.9968	8.195723314304396e-14	1.4958880892514344e-15	R
11320.0416	8.12058447131523e-14	1.4821737048149107e-15	R
11780.0352	7.613551474337438e-14	1.389629753298732e-15	R
3190.2336	1.7123293010126395e-13	1.932260670305158e-14	R
5266.1664	1.335325948060902e-13	7.179091346966516e-15	R
7704.288	9.323678469411904e-14	5.8215177169846884e-15	R
9973.9296	8.12058447131523e-14	5.0703299697779196e-15	R
11911.536	6.631126124404338e-14	4.710328483343979e-15	R
14068.5984	5.3652169541902046e-14	4.2680530634297186e-15	R
16144.704	4.984106208224509e-14	3.9648778329193315e-15	R
18522.6048	4.3811415833059516e-14	2.355426079768831e-15	R
20631.5424	3.6777930544615965e-14	1.977285945170334e-15	R
22756.7232	3.173856509126718e-14	1.9816923073510694e-15	R
24832.5696	2.4523773044818257e-14	1.7420122091621537e-15	R
27994.7232	2.7898913367126462e-14	1.255657943466329e-15	R
32188.4928	2.1163490047984028e-14	1.1378093003863734e-15	R
36411.2928	2.2992557873294675e-14	2.2153450515624046e-15	R
69120.0		1.2404729211436289e-14	2.9947798073312514e-15	R
81566.8704	7.826855002243736e-15	1.316760569703683e-15	R
99200.5056	5.414860695444016e-15	1.3072687999732638e-15	R
183448.368	4.503884952038147e-15	7.57716619718326e-16	R
264553.6032	3.2929663159479184e-15	2.6195688063603586e-16	R
