Tstart(s)          Tend(s)      Tmid(s)  ErrorTime(s)  Exposure(s)    Filter       Magnitude    ErrorMagnitude      ErrMag+   ErrMag-    Sigma     Telescope           ReferenceUpperL  Calib   Galactic Extiction   Host     Corrected? Notes  
           -9.0            -9.0            88.2    -9.0000    10.0000 H   11.800   0.0500  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           102.9    -9.0000    10.0000 H   11.950   0.0300  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           117.6    -9.0000    10.0000 H   12.400   0.0700  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           134.0    -9.0000    10.0000 H   12.700   0.0400  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           152.1    -9.0000    10.0000 H   12.690   0.0400  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           166.8    -9.0000    10.0000 H   12.950   0.0300  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           182.4    -9.0000    10.0000 H   13.070   0.0300  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           197.1    -9.0000    10.0000 H   13.240   0.0700  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           212.6    -9.0000    10.0000 H   13.370   0.0500  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           261.0    -9.0000    50.0000 H   14.090   0.0700  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           340.5    -9.0000    50.0000 H   14.340   0.0800  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0           459.7    -9.0000   150.0000 H   14.920   0.0600  -9.0000  -9.0000  -9.0000 REM gendre10 0 2MASS  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0          9214.0    -9.0000   240.0000 H   17.210 100.0000  -9.0000  -9.0000  -9.0000 GROND gendre10 1 2MASS_VEGA  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0          9826.0    -9.0000   480.0000 H   17.810 100.0000  -9.0000  -9.0000  -9.0000 GROND gendre10 1 2MASS_VEGA  0.140  0.000 2 E(B-V)=0.047
           -9.0            -9.0         11124.0    -9.0000  1200.0000 H   18.270   0.0700  -9.0000  -9.0000  -9.0000 GROND gendre10 0 2MASS_VEGA  0.140  0.000 2 E(B-V)=0.047
