z=   1.5470001e+00 0.
TotalEnergy(erg)    2.5447676242147773e+06    3.6392161015016568e+05
TotalEnergy_common(erg)                      -NaN                      -NaN
Energy1(erg)    5.8031765448871404e+06    8.9981503316211456e+05
Energy2(erg)    6.0318626894251211e+05    5.5835263613899886e+04
T_min_T_max    3.4628974577812144e+01    4.3674910794056950e+03
Interval1    3.4628974577812144e+01    1.6524405148448327e+03
Interval2    1.6524405148448327e+03    4.3674910794056950e+03
