T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	594.	19.4	16.99	0.07	white	UVOT	GCN9234
-9.	-9.	644.	19.5	16.86	0.19	v	UVOT	GCN9234
-9.	-9.	570.	19.5	17.27	0.13	b	UVOT	GCN9234
-9.	-9.	1120.	19.5	17.44	0.2	u	UVOT	GCN9234
-9.	-9.	695.	19.5	16.81	0.19	uvw1	UVOT	GCN9234
-9.	-9.	670.	19.4	17.39	0.34	uvm2	UVOT	GCN9234
-9.	-9.	793.	19.4	17.51	0.27	uvw2	UVOT	GCN9234
45000.	-9.	-9.	460.	20.98	0.02	gg	GROND	GCN9245
45000.	-9.	-9.	460.	20.42	0.04	rr	GROND	GCN9245
45000.	-9.	-9.	460.	20.01	0.04	ii	GROND	GCN9245
45000.	-9.	-9.	460.	19.64	0.02	zz	GROND	GCN9245
45000.	-9.	-9.	480.	18.62	0.03	H	GROND	GCN9245
45000.	-9.	-9.	480.	18.29	0.04	K	GROND	GCN9245
-9.	-9.	21700.	600.	19.55	0.37	CR	XLT	GCN9246
-9.	-9.	23100.	600.	19.95	0.38	CR	XLT	GCN9246
-9.	-9.	26400.	600.	20.15	0.34	CR	XLT	GCN9246
-9.	-9.	53900.	600.	19.9	0.14	RC	Lemmon1m	GCN9275
-9.	-9.	135000.	600.	21.	0.17	RC	Lemmon1m	GCN9275
-9.	-9.	222000.	600.	21.7	0.3	RC	Lemmon1m	GCN9275
2490.	-9.	-9.	10.	17.51	0.02	RC	GMG	GCN9305
2670.	-9.	-9.	30.	18.5	0.03	BJ	GMG	GCN9305
2950.	-9.	-9.	30.	18.57	0.02	VJ	GMG	GCN9305
3110.	-9.	-9.	20.	17.68	0.02	IC	GMG	GCN9305
11700.	-9.	-9.	75.	18.89	0.04	RC	GMG	GCN9305
84600.	-9.	-9.	1200.	20.59	0.07	RC	GMG	GCN9305
-9.	-9.	38900.	-9.	19.42	0.04	IC	CTIO1.3m	GCN9313
-9.	-9.	43500.	-9.	19.45	0.04	IC	CTIO1.3m	GCN9313
-9.	-9.	49700.	-9.	19.61	0.04	IC	CTIO1.3m	GCN9313
-9.	-9.	54300.	-9.	19.7	0.04	IC	CTIO1.3m	GCN9313
-9.	-9.	133000.	-9.	20.45	0.05	IC	CTIO1.3m	GCN9313
-9.	-9.	215000.	-9.	20.92	0.05	IC	CTIO1.3m	GCN9313
-9.	-9.	304000.	-9.	20.99	0.05	IC	CTIO1.3m	GCN9313
-9.	-9.	395000.	-9.	21.24	0.08	IC	CTIO1.3m	GCN9313
-9.	-9.	481000.	-9.	21.31	0.1	IC	CTIO1.3m	GCN9313
-9.	-9.	38900.	-9.	18.31	0.06	J	CTIO1.3m	GCN9313
-9.	-9.	43500.	-9.	18.11	0.04	J	CTIO1.3m	GCN9313
-9.	-9.	49700.	-9.	18.22	0.05	J	CTIO1.3m	GCN9313
-9.	-9.	54300.	-9.	18.23	0.05	J	CTIO1.3m	GCN9313
-9.	-9.	133000.	-9.	19.18	0.08	J	CTIO1.3m	GCN9313
-9.	-9.	215000.	-9.	19.61	0.11	J	CTIO1.3m	GCN9313
-9.	-9.	304000.	-9.	19.53	0.09	J	CTIO1.3m	GCN9313
-9.	-9.	395000.	-9.	19.7	100.	J	CTIO1.3m	GCN9313
-9.	-9.	481000.	-9.	19.7	100.	J	CTIO1.3m	GCN9313
-9.	-9.	38900.	-9.	20.61	0.04	VJ	CTIO1.3m	GCN9313
-9.	-9.	38900.	-9.	16.38	0.05	KS	CTIO1.3m	GCN9313
-9.	-9.	25300.	-9.	21.13	0.08	BJ	CAHA1.23m	kann10
-9.	-9.	22800.	-9.	20.03	0.03	VJ	CAHA1.23m	kann10
-9.	-9.	19900.	-9.	19.22	0.06	RC	TLS	kann10
-9.	-9.	20300.	-9.	19.46	0.04	RC	TLS	kann10
-9.	-9.	20800.	-9.	19.37	0.04	RC	TLS	kann10
-9.	-9.	21100.	-9.	19.29	0.1	RC	CAHA1.23m	kann10
-9.	-9.	21200.	-9.	19.4	0.04	RC	TLS	kann10
-9.	-9.	21700.	-9.	19.42	0.05	RC	TLS	kann10
-9.	-9.	22200.	-9.	19.5	0.04	RC	TLS	kann10
-9.	-9.	22600.	-9.	19.55	0.05	RC	TLS	kann10
-9.	-9.	23100.	-9.	19.56	0.04	RC	TLS	kann10
-9.	-9.	23500.	-9.	19.43	0.03	RC	TLS	kann10
-9.	-9.	24000.	-9.	19.56	0.04	RC	TLS	kann10
-9.	-9.	362000.	-9.	21.62	0.03	RC	MAO	kann10
-9.	-9.	978000.	-9.	21.48	0.08	RC	CAHA1.23m	kann10
-9.	-9.	1.07e6	-9.	21.84	0.24	RC	CAHA1.23m	kann10
-9.	-9.	1.59e6	-9.	21.88	0.08	RC	CAHA1.23m	kann10
-9.	-9.	1.84e6	-9.	21.89	0.05	RC	CAHA1.23m	kann10
-9.	-9.	2.1e6	-9.	22.25	0.15	RC	CAHA1.23m	kann10
-9.	-9.	3.4e6	-9.	22.06	0.24	RC	CAHA1.23m	kann10
-9.	-9.	21700.	-9.	18.96	0.16	IC	CAHA1.23m	kann10
-9.	-9.	1.07e6	-9.	21.44	0.09	IC	CAHA2.2m	kann10
