Time	Mag	MagErr	Band		GCN
219	>18.0	?	V		4509
3281	>18.1	?	Unfiltered	4511
844.5	>19.5	?	V_swift		4516
684.	>20.4	?	B_swift		4516
1154.	>19.3	?	U_swift		4516
1207.5	>19.4	?	W1_swift	4516
1190.	>19.5	?	M2_swift	4516
1143.	>19.7	?	W2_swift	4516
1118.	>19.8	?	White_swift	4516
2040	19.2	0.4	Rc		4517
2040	18.5	0.5	Ic		4517
1140	19.1	0.5	Rc		4517
1140	17.9	0.4	Ic		4517
2880	>19.1	?	Rc		4517
2880	>19.0	?	Ic		4517
40200	>17.7	?	R		4526
40600	>15.1	?	H		4526
48960	>21.5	?	r'		4530
