time	flux	flux_err	band
45.0	1.3984511109832019e-11	0.0	R
75.0	1.3355104429023967e-11	0.0	R
121.0	1.110829202335498e-11	0.0	R
121.3	1.0130882732030531e-11	1.8490944888287638e-13	R
161.8	8.19685567354298e-12	1.4960947681045512e-13	R
202.0	7.27188979059113e-12	1.3272694681026336e-13	R
242.7	6.392154865842227e-12	1.742039661417758e-13	R
283.5	4.422290707099821e-12	8.071590196817059e-14	R
353.8	4.146171750558182e-12	7.56761630401192e-14	R
456.4	3.203666414128575e-12	1.1587974218212414e-13	R
556.9	2.5214321628274833e-12	1.7910643701491107e-13	R
655.5	1.966288722214657e-12	7.112258291967566e-14	R
933.3	8.583161580019846e-13	5.359153832873214e-14	R
1158.3	5.516292523226097e-13	1.2930376847142615e-13	R
1705.0	5.316762836685228e-13	0.0	R
