T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	76.5	30.	16.19	0.19	rr	GROND	filgas11
-9.	-9.	116.	30.	16.46	0.16	rr	GROND	filgas11
-9.	-9.	155.	30.	16.65	0.2	rr	GROND	filgas11
-9.	-9.	233.	110.	16.93	0.2	rr	GROND	filgas11
-9.	-9.	342.	35.	17.44	0.05	gg	GROND	filgas11
-9.	-9.	444.	35.	17.67	0.04	gg	GROND	filgas11
-9.	-9.	544.	35.	17.86	0.04	gg	GROND	filgas11
-9.	-9.	646.	35.	18.	0.04	gg	GROND	filgas11
-9.	-9.	765.	35.	18.11	0.04	gg	GROND	filgas11
-9.	-9.	866.	35.	18.24	0.04	gg	GROND	filgas11
-9.	-9.	968.	35.	18.29	0.03	gg	GROND	filgas11
-9.	-9.	1070.	35.	18.37	0.04	gg	GROND	filgas11
-9.	-9.	1240.	35.	18.49	0.04	gg	GROND	filgas11
-9.	-9.	1340.	35.	18.54	0.04	gg	GROND	filgas11
-9.	-9.	1440.	35.	18.57	0.04	gg	GROND	filgas11
-9.	-9.	1540.	35.	18.63	0.04	gg	GROND	filgas11
-9.	-9.	1680.	35.	18.63	0.04	gg	GROND	filgas11
-9.	-9.	1780.	35.	18.7	0.03	gg	GROND	filgas11
-9.	-9.	1880.	35.	18.72	0.04	gg	GROND	filgas11
-9.	-9.	1990.	35.	18.74	0.03	gg	GROND	filgas11
-9.	-9.	2100.	35.	18.77	0.04	gg	GROND	filgas11
-9.	-9.	2200.	35.	18.81	0.04	gg	GROND	filgas11
-9.	-9.	2300.	35.	18.83	0.04	gg	GROND	filgas11
-9.	-9.	2410.	35.	18.85	0.04	gg	GROND	filgas11
-9.	-9.	2520.	35.	18.88	0.04	gg	GROND	filgas11
-9.	-9.	2620.	35.	18.91	0.04	gg	GROND	filgas11
-9.	-9.	2720.	35.	18.91	0.04	gg	GROND	filgas11
-9.	-9.	2830.	35.	18.96	0.04	gg	GROND	filgas11
-9.	-9.	2940.	35.	19.	0.04	gg	GROND	filgas11
-9.	-9.	3040.	35.	19.01	0.03	gg	GROND	filgas11
-9.	-9.	3140.	35.	19.03	0.03	gg	GROND	filgas11
-9.	-9.	3240.	35.	19.03	0.04	gg	GROND	filgas11
-9.	-9.	3360.	35.	19.06	0.04	gg	GROND	filgas11
-9.	-9.	3460.	35.	19.07	0.04	gg	GROND	filgas11
-9.	-9.	3560.	35.	19.1	0.04	gg	GROND	filgas11
-9.	-9.	3660.	35.	19.14	0.04	gg	GROND	filgas11
-9.	-9.	3770.	35.	19.11	0.05	gg	GROND	filgas11
-9.	-9.	3870.	35.	19.16	0.05	gg	GROND	filgas11
-9.	-9.	3970.	35.	19.13	0.04	gg	GROND	filgas11
-9.	-9.	4080.	35.	19.19	0.04	gg	GROND	filgas11
